ball,over,runs,innings,batsman,nonstriker_batsman,bowler,bowling_team,batting_team,run_out,match_id,final_total_runs,wickets,last_5_over_wickets,last_5_over_runs,batteam,bowlteam,runs_tillnow,city,winner
1,8.1,1,1,Manish Pandey,David Warner,Jaydev Unadkat,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,1,40,5,3,35,Jaipur,Rajasthan Royals
6,7.6,0,1,Manish Pandey,David Warner,Jaydev Unadkat,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,1,48,5,3,35,Jaipur,Rajasthan Royals
5,7.5,1,1,Manish Pandey,David Warner,Jaydev Unadkat,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,1,47,5,3,36,Jaipur,Rajasthan Royals
4,7.4,4,1,Manish Pandey,David Warner,Jaydev Unadkat,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,1,43,5,3,40,Jaipur,Rajasthan Royals
3,7.3,4,1,Manish Pandey,David Warner,Jaydev Unadkat,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,1,39,5,3,44,Jaipur,Rajasthan Royals
2,7.2,0,1,Manish Pandey,David Warner,Jaydev Unadkat,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,1,39,5,3,44,Jaipur,Rajasthan Royals
1,7.1,1,1,Manish Pandey,David Warner,Jaydev Unadkat,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,1,38,5,3,45,Jaipur,Rajasthan Royals
6,6.6,1,1,Manish Pandey,David Warner,Jaydev Unadkat,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,1,47,5,3,46,Jaipur,Rajasthan Royals
5,6.5,1,1,Manish Pandey,David Warner,Jaydev Unadkat,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,1,46,5,3,47,Jaipur,Rajasthan Royals
4,6.4,1,1,Manish Pandey,David Warner,Jaydev Unadkat,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,1,45,5,3,48,Jaipur,Rajasthan Royals
3,6.3,1,1,Manish Pandey,David Warner,Jaydev Unadkat,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,1,44,5,3,49,Jaipur,Rajasthan Royals
2,6.2,1,1,Manish Pandey,David Warner,Jaydev Unadkat,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,1,43,5,3,50,Jaipur,Rajasthan Royals
1,6.1,1,1,Manish Pandey,David Warner,Jaydev Unadkat,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,1,42,5,3,51,Jaipur,Rajasthan Royals
6,5.6,1,1,Manish Pandey,David Warner,Jaydev Unadkat,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,1,50,5,3,52,Jaipur,Rajasthan Royals
5,5.5,4,1,Manish Pandey,David Warner,Jaydev Unadkat,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,1,46,5,3,56,Jaipur,Rajasthan Royals
4,5.4,1,1,Manish Pandey,David Warner,Jaydev Unadkat,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,1,45,5,3,57,Jaipur,Rajasthan Royals
3,5.3,0,1,Manish Pandey,David Warner,Jaydev Unadkat,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,1,45,5,3,57,Jaipur,Rajasthan Royals
2,5.2,1,1,Manish Pandey,David Warner,Jaydev Unadkat,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,1,44,5,3,58,Jaipur,Rajasthan Royals
1,5.1,3,1,Manish Pandey,David Warner,Jaydev Unadkat,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,1,41,5,3,61,Jaipur,Rajasthan Royals
6,4.6,1,1,Manish Pandey,David Warner,Jaydev Unadkat,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,1,40,5,3,62,Jaipur,Rajasthan Royals
5,4.5,1,1,Manish Pandey,David Warner,Jaydev Unadkat,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,1,39,5,3,63,Jaipur,Rajasthan Royals
4,4.4,4,1,Manish Pandey,David Warner,Jaydev Unadkat,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,1,35,5,3,67,Jaipur,Rajasthan Royals
3,4.3,1,1,Manish Pandey,David Warner,Jaydev Unadkat,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,1,34,5,3,68,Jaipur,Rajasthan Royals
2,4.2,1,1,Manish Pandey,David Warner,Jaydev Unadkat,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,1,33,5,3,69,Jaipur,Rajasthan Royals
2,12.2,1,1,Manish Pandey,David Warner,Riyan Parag,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,1,46,5,3,70,Jaipur,Rajasthan Royals
1,12.1,0,1,Manish Pandey,David Warner,Riyan Parag,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,1,0,46,5,3,70,Jaipur,Rajasthan Royals
6,11.6,1,1,Manish Pandey,David Warner,Riyan Parag,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,0,51,5,3,71,Jaipur,Rajasthan Royals
5,11.5,1,1,Manish Pandey,David Warner,Riyan Parag,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,0,50,5,3,72,Jaipur,Rajasthan Royals
4,11.4,0,1,Manish Pandey,David Warner,Riyan Parag,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,0,50,5,3,72,Jaipur,Rajasthan Royals
3,11.3,2,1,Manish Pandey,David Warner,Riyan Parag,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,0,48,5,3,74,Jaipur,Rajasthan Royals
2,11.2,4,1,Manish Pandey,David Warner,Riyan Parag,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,0,44,5,3,78,Jaipur,Rajasthan Royals
1,11.1,1,1,Manish Pandey,David Warner,Riyan Parag,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,0,42,5,3,79,Jaipur,Rajasthan Royals
1,11.1,1,1,Manish Pandey,David Warner,Riyan Parag,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,0,42,5,3,80,Jaipur,Rajasthan Royals
6,10.6,1,1,Manish Pandey,David Warner,Riyan Parag,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,0,51,5,3,81,Jaipur,Rajasthan Royals
5,10.5,0,1,Manish Pandey,David Warner,Riyan Parag,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,0,51,5,3,81,Jaipur,Rajasthan Royals
4,10.4,2,1,Manish Pandey,David Warner,Riyan Parag,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,0,49,5,3,83,Jaipur,Rajasthan Royals
3,10.3,1,1,Manish Pandey,David Warner,Riyan Parag,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,0,48,5,3,84,Jaipur,Rajasthan Royals
2,10.2,1,1,Manish Pandey,David Warner,Riyan Parag,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,0,47,5,3,85,Jaipur,Rajasthan Royals
1,10.1,2,1,Manish Pandey,David Warner,Riyan Parag,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,0,45,5,3,87,Jaipur,Rajasthan Royals
6,9.6,2,1,Manish Pandey,David Warner,Riyan Parag,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,0,52,5,3,89,Jaipur,Rajasthan Royals
5,9.5,0,1,Manish Pandey,David Warner,Riyan Parag,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,0,52,5,3,89,Jaipur,Rajasthan Royals
4,9.4,1,1,Manish Pandey,David Warner,Riyan Parag,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,0,51,5,3,90,Jaipur,Rajasthan Royals
3,9.3,1,1,Manish Pandey,David Warner,Riyan Parag,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,0,50,5,3,91,Jaipur,Rajasthan Royals
2,9.2,1,1,Manish Pandey,David Warner,Riyan Parag,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,0,49,5,3,92,Jaipur,Rajasthan Royals
1,9.1,2,1,Manish Pandey,David Warner,Riyan Parag,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,0,47,5,3,94,Jaipur,Rajasthan Royals
6,8.6,0,1,Manish Pandey,David Warner,Riyan Parag,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,1,52,5,3,94,Jaipur,Rajasthan Royals
5,8.5,4,1,Manish Pandey,David Warner,Riyan Parag,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,1,48,5,3,98,Jaipur,Rajasthan Royals
4,8.4,4,1,Manish Pandey,David Warner,Riyan Parag,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,1,44,5,3,102,Jaipur,Rajasthan Royals
3,8.3,2,1,Manish Pandey,David Warner,Riyan Parag,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,1,42,5,3,104,Jaipur,Rajasthan Royals
3,16.3,1,1,Vijay Shankar,Manish Pandey,Oshane Thomas,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,4,34,5,3,105,Jaipur,Rajasthan Royals
2,16.2,0,1,Vijay Shankar,Manish Pandey,Oshane Thomas,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,1,3,34,5,3,105,Jaipur,Rajasthan Royals
1,16.1,1,1,Vijay Shankar,Manish Pandey,Oshane Thomas,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,3,33,5,3,106,Jaipur,Rajasthan Royals
6,15.6,1,1,Vijay Shankar,Manish Pandey,Oshane Thomas,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,3,39,5,3,107,Jaipur,Rajasthan Royals
5,15.5,0,1,Vijay Shankar,Manish Pandey,Oshane Thomas,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,1,2,39,5,3,107,Jaipur,Rajasthan Royals
4,15.4,1,1,Vijay Shankar,Manish Pandey,Oshane Thomas,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,2,38,5,3,108,Jaipur,Rajasthan Royals
3,15.3,2,1,Vijay Shankar,Manish Pandey,Oshane Thomas,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,2,36,5,3,110,Jaipur,Rajasthan Royals
2,15.2,0,1,Vijay Shankar,Manish Pandey,Oshane Thomas,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,2,36,5,3,110,Jaipur,Rajasthan Royals
1,15.1,1,1,Vijay Shankar,Manish Pandey,Oshane Thomas,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,2,35,5,3,111,Jaipur,Rajasthan Royals
6,14.6,0,1,Vijay Shankar,Manish Pandey,Oshane Thomas,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,1,1,42,5,3,111,Jaipur,Rajasthan Royals
5,14.5,4,1,Vijay Shankar,Manish Pandey,Oshane Thomas,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,1,38,5,3,115,Jaipur,Rajasthan Royals
4,14.4,1,1,Vijay Shankar,Manish Pandey,Oshane Thomas,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,1,37,5,3,116,Jaipur,Rajasthan Royals
3,14.3,1,1,Vijay Shankar,Manish Pandey,Oshane Thomas,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,1,36,5,3,117,Jaipur,Rajasthan Royals
2,14.2,1,1,Vijay Shankar,Manish Pandey,Oshane Thomas,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,1,35,5,3,118,Jaipur,Rajasthan Royals
1,14.1,1,1,Vijay Shankar,Manish Pandey,Oshane Thomas,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,1,34,5,3,119,Jaipur,Rajasthan Royals
6,13.6,1,1,Vijay Shankar,Manish Pandey,Oshane Thomas,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,1,45,5,3,120,Jaipur,Rajasthan Royals
5,13.5,1,1,Vijay Shankar,Manish Pandey,Oshane Thomas,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,1,44,5,3,121,Jaipur,Rajasthan Royals
4,13.4,1,1,Vijay Shankar,Manish Pandey,Oshane Thomas,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,1,43,5,3,122,Jaipur,Rajasthan Royals
3,13.3,1,1,Vijay Shankar,Manish Pandey,Oshane Thomas,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,1,42,5,3,123,Jaipur,Rajasthan Royals
2,13.2,1,1,Vijay Shankar,Manish Pandey,Oshane Thomas,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,1,41,5,3,124,Jaipur,Rajasthan Royals
1,13.1,1,1,Vijay Shankar,Manish Pandey,Oshane Thomas,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,1,40,5,3,125,Jaipur,Rajasthan Royals
6,12.6,1,1,Vijay Shankar,Manish Pandey,Oshane Thomas,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,1,49,5,3,126,Jaipur,Rajasthan Royals
5,12.5,0,1,Vijay Shankar,Manish Pandey,Oshane Thomas,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,1,49,5,3,126,Jaipur,Rajasthan Royals
4,12.4,1,1,Vijay Shankar,Manish Pandey,Oshane Thomas,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,1,48,5,3,127,Jaipur,Rajasthan Royals
3,12.3,1,1,Vijay Shankar,Manish Pandey,Oshane Thomas,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,1,47,5,3,128,Jaipur,Rajasthan Royals
6,19.6,6,1,Shakib Al Hasan,Wriddhiman Saha,Jaydev Unadkat,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,6,41,5,3,134,Jaipur,Rajasthan Royals
5,19.5,4,1,Shakib Al Hasan,Wriddhiman Saha,Jaydev Unadkat,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,6,37,5,3,138,Jaipur,Rajasthan Royals
4,19.4,2,1,Shakib Al Hasan,Wriddhiman Saha,Jaydev Unadkat,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,6,34,5,3,140,Jaipur,Rajasthan Royals
4,19.4,1,1,Shakib Al Hasan,Wriddhiman Saha,Jaydev Unadkat,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,6,34,5,3,141,Jaipur,Rajasthan Royals
3,19.3,0,1,Shakib Al Hasan,Wriddhiman Saha,Jaydev Unadkat,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,1,5,34,5,3,141,Jaipur,Rajasthan Royals
2,19.2,4,1,Shakib Al Hasan,Wriddhiman Saha,Jaydev Unadkat,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,5,30,5,3,145,Jaipur,Rajasthan Royals
1,19.1,1,1,Shakib Al Hasan,Wriddhiman Saha,Jaydev Unadkat,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,5,29,5,3,146,Jaipur,Rajasthan Royals
6,18.6,1,1,Shakib Al Hasan,Wriddhiman Saha,Jaydev Unadkat,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,5,34,5,3,147,Jaipur,Rajasthan Royals
5,18.5,1,1,Shakib Al Hasan,Wriddhiman Saha,Jaydev Unadkat,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,5,33,5,3,148,Jaipur,Rajasthan Royals
4,18.4,0,1,Shakib Al Hasan,Wriddhiman Saha,Jaydev Unadkat,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,5,33,5,3,148,Jaipur,Rajasthan Royals
3,18.3,1,1,Shakib Al Hasan,Wriddhiman Saha,Jaydev Unadkat,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,5,32,5,3,149,Jaipur,Rajasthan Royals
2,18.2,2,1,Shakib Al Hasan,Wriddhiman Saha,Jaydev Unadkat,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,5,30,5,3,151,Jaipur,Rajasthan Royals
1,18.1,0,1,Shakib Al Hasan,Wriddhiman Saha,Jaydev Unadkat,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,1,4,30,5,3,151,Jaipur,Rajasthan Royals
6,17.6,0,1,Shakib Al Hasan,Wriddhiman Saha,Jaydev Unadkat,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,5,34,5,3,151,Jaipur,Rajasthan Royals
5,17.5,0,1,Shakib Al Hasan,Wriddhiman Saha,Jaydev Unadkat,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,1,4,34,5,3,151,Jaipur,Rajasthan Royals
4,17.4,2,1,Shakib Al Hasan,Wriddhiman Saha,Jaydev Unadkat,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,4,32,5,3,153,Jaipur,Rajasthan Royals
3,17.3,1,1,Shakib Al Hasan,Wriddhiman Saha,Jaydev Unadkat,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,4,30,5,3,154,Jaipur,Rajasthan Royals
3,17.3,1,1,Shakib Al Hasan,Wriddhiman Saha,Jaydev Unadkat,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,4,30,5,3,155,Jaipur,Rajasthan Royals
2,17.2,1,1,Shakib Al Hasan,Wriddhiman Saha,Jaydev Unadkat,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,4,29,5,3,156,Jaipur,Rajasthan Royals
1,17.1,1,1,Shakib Al Hasan,Wriddhiman Saha,Jaydev Unadkat,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,4,28,5,3,157,Jaipur,Rajasthan Royals
6,16.6,1,1,Shakib Al Hasan,Wriddhiman Saha,Jaydev Unadkat,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,4,37,5,3,158,Jaipur,Rajasthan Royals
5,16.5,1,1,Shakib Al Hasan,Wriddhiman Saha,Jaydev Unadkat,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,4,36,5,3,159,Jaipur,Rajasthan Royals
4,16.4,1,1,Shakib Al Hasan,Wriddhiman Saha,Jaydev Unadkat,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,160,0,4,35,5,3,160,Jaipur,Rajasthan Royals
1,4.1,0,2,Ajinkya Rahane,Liam Livingstone,Bhuvneshwar Kumar,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,161,0,0,34,5,3,0,Jaipur,Rajasthan Royals
6,3.6,0,2,Ajinkya Rahane,Liam Livingstone,Bhuvneshwar Kumar,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,161,0,0,34,5,3,0,Jaipur,Rajasthan Royals
5,3.5,2,2,Ajinkya Rahane,Liam Livingstone,Bhuvneshwar Kumar,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,161,0,0,32,5,3,2,Jaipur,Rajasthan Royals
4,3.4,6,2,Ajinkya Rahane,Liam Livingstone,Bhuvneshwar Kumar,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,161,0,0,26,5,3,8,Jaipur,Rajasthan Royals
3,3.3,1,2,Ajinkya Rahane,Liam Livingstone,Bhuvneshwar Kumar,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,161,0,0,25,5,3,9,Jaipur,Rajasthan Royals
2,3.2,6,2,Ajinkya Rahane,Liam Livingstone,Bhuvneshwar Kumar,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,161,0,0,19,5,3,15,Jaipur,Rajasthan Royals
1,3.1,1,2,Ajinkya Rahane,Liam Livingstone,Bhuvneshwar Kumar,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,161,0,0,18,5,3,16,Jaipur,Rajasthan Royals
6,2.6,2,2,Ajinkya Rahane,Liam Livingstone,Bhuvneshwar Kumar,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,161,0,0,16,5,3,18,Jaipur,Rajasthan Royals
5,2.5,4,2,Ajinkya Rahane,Liam Livingstone,Bhuvneshwar Kumar,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,161,0,0,12,5,3,22,Jaipur,Rajasthan Royals
4,2.4,0,2,Ajinkya Rahane,Liam Livingstone,Bhuvneshwar Kumar,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,161,0,0,12,5,3,22,Jaipur,Rajasthan Royals
3,2.3,4,2,Ajinkya Rahane,Liam Livingstone,Bhuvneshwar Kumar,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,161,0,0,8,5,3,26,Jaipur,Rajasthan Royals
2,2.2,0,2,Ajinkya Rahane,Liam Livingstone,Bhuvneshwar Kumar,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,161,0,0,8,5,3,26,Jaipur,Rajasthan Royals
1,2.1,0,2,Ajinkya Rahane,Liam Livingstone,Bhuvneshwar Kumar,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,161,0,0,8,5,3,26,Jaipur,Rajasthan Royals
6,1.6,1,2,Ajinkya Rahane,Liam Livingstone,Bhuvneshwar Kumar,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,161,0,0,7,5,3,27,Jaipur,Rajasthan Royals
5,1.5,1,2,Ajinkya Rahane,Liam Livingstone,Bhuvneshwar Kumar,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,161,0,0,6,5,3,28,Jaipur,Rajasthan Royals
4,1.4,1,2,Ajinkya Rahane,Liam Livingstone,Bhuvneshwar Kumar,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,161,0,0,5,5,3,29,Jaipur,Rajasthan Royals
3,1.3,1,2,Ajinkya Rahane,Liam Livingstone,Bhuvneshwar Kumar,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,161,0,0,4,5,3,30,Jaipur,Rajasthan Royals
2,1.2,0,2,Ajinkya Rahane,Liam Livingstone,Bhuvneshwar Kumar,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,161,0,0,4,5,3,30,Jaipur,Rajasthan Royals
1,1.1,0,2,Ajinkya Rahane,Liam Livingstone,Bhuvneshwar Kumar,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,161,0,0,4,5,3,30,Jaipur,Rajasthan Royals
6,0.6,0,2,Ajinkya Rahane,Liam Livingstone,Bhuvneshwar Kumar,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,161,0,0,4,5,3,30,Jaipur,Rajasthan Royals
5,0.5,0,2,Ajinkya Rahane,Liam Livingstone,Bhuvneshwar Kumar,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,161,0,0,4,5,3,30,Jaipur,Rajasthan Royals
4,0.4,0,2,Ajinkya Rahane,Liam Livingstone,Bhuvneshwar Kumar,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,161,0,0,4,5,3,30,Jaipur,Rajasthan Royals
3,0.3,4,2,Ajinkya Rahane,Liam Livingstone,Bhuvneshwar Kumar,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,161,0,0,0,5,3,34,Jaipur,Rajasthan Royals
2,0.2,0,2,Ajinkya Rahane,Liam Livingstone,Bhuvneshwar Kumar,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,161,0,0,0,5,3,34,Jaipur,Rajasthan Royals
1,0.1,0,2,Ajinkya Rahane,Liam Livingstone,Bhuvneshwar Kumar,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,161,0,0,0,5,3,34,Jaipur,Rajasthan Royals
2,8.2,0,2,Ajinkya Rahane,Liam Livingstone,Khaleel Ahmed,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,161,0,0,57,5,3,34,Jaipur,Rajasthan Royals
1,8.1,1,2,Ajinkya Rahane,Liam Livingstone,Khaleel Ahmed,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,161,0,0,56,5,3,35,Jaipur,Rajasthan Royals
6,7.6,0,2,Ajinkya Rahane,Liam Livingstone,Khaleel Ahmed,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,161,0,0,66,5,3,35,Jaipur,Rajasthan Royals
5,7.5,1,2,Ajinkya Rahane,Liam Livingstone,Khaleel Ahmed,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,161,0,0,65,5,3,36,Jaipur,Rajasthan Royals
4,7.4,1,2,Ajinkya Rahane,Liam Livingstone,Khaleel Ahmed,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,161,0,0,64,5,3,37,Jaipur,Rajasthan Royals
3,7.3,4,2,Ajinkya Rahane,Liam Livingstone,Khaleel Ahmed,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,161,0,0,60,5,3,41,Jaipur,Rajasthan Royals
2,7.2,1,2,Ajinkya Rahane,Liam Livingstone,Khaleel Ahmed,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,161,0,0,59,5,3,42,Jaipur,Rajasthan Royals
1,7.1,0,2,Ajinkya Rahane,Liam Livingstone,Khaleel Ahmed,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,161,0,0,59,5,3,42,Jaipur,Rajasthan Royals
6,6.6,2,2,Ajinkya Rahane,Liam Livingstone,Khaleel Ahmed,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,161,0,0,61,5,3,44,Jaipur,Rajasthan Royals
5,6.5,4,2,Ajinkya Rahane,Liam Livingstone,Khaleel Ahmed,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,161,0,0,57,5,3,48,Jaipur,Rajasthan Royals
4,6.4,0,2,Ajinkya Rahane,Liam Livingstone,Khaleel Ahmed,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,161,0,0,57,5,3,48,Jaipur,Rajasthan Royals
3,6.3,1,2,Ajinkya Rahane,Liam Livingstone,Khaleel Ahmed,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,161,0,0,56,5,3,49,Jaipur,Rajasthan Royals
2,6.2,0,2,Ajinkya Rahane,Liam Livingstone,Khaleel Ahmed,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,161,0,0,56,5,3,49,Jaipur,Rajasthan Royals
1,6.1,0,2,Ajinkya Rahane,Liam Livingstone,Khaleel Ahmed,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,161,0,0,56,5,3,49,Jaipur,Rajasthan Royals
6,5.6,6,2,Ajinkya Rahane,Liam Livingstone,Khaleel Ahmed,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,161,0,0,54,5,3,55,Jaipur,Rajasthan Royals
5,5.5,4,2,Ajinkya Rahane,Liam Livingstone,Khaleel Ahmed,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,161,0,0,50,5,3,59,Jaipur,Rajasthan Royals
4,5.4,0,2,Ajinkya Rahane,Liam Livingstone,Khaleel Ahmed,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,161,0,0,50,5,3,59,Jaipur,Rajasthan Royals
3,5.3,6,2,Ajinkya Rahane,Liam Livingstone,Khaleel Ahmed,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,161,0,0,44,5,3,65,Jaipur,Rajasthan Royals
2,5.2,0,2,Ajinkya Rahane,Liam Livingstone,Khaleel Ahmed,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,161,0,0,44,5,3,65,Jaipur,Rajasthan Royals
1,5.1,4,2,Ajinkya Rahane,Liam Livingstone,Khaleel Ahmed,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,161,0,0,40,5,3,69,Jaipur,Rajasthan Royals
6,4.6,4,2,Ajinkya Rahane,Liam Livingstone,Khaleel Ahmed,Rajasthan Royals,Sunrisers Hyderabad,No,1178420,161,0,0,36,5,3,73,Jaipur,Rajasthan Royals
