ball,over,runs,innings,batsman,nonstriker_batsman,bowler,batting_team,bowling_team,run_out,match_id,final_total,wickets,last_5_over_wickets,last_5_over_runs,batteam,bowlteam,runs_tillnow,city,winner
5,18.5,0,2,David Warner,Vijay Shankar,Kagiso Rabada,Sunrisers Hyderabad,Delhi Capitals,No,1178405,116,1,7,32,5,6,106,Hyderabad (Deccan),Delhi Capitals
4,18.4,0,2,David Warner,Vijay Shankar,Kagiso Rabada,Sunrisers Hyderabad,Delhi Capitals,No,1178405,116,1,6,30,5,6,106,Hyderabad (Deccan),Delhi Capitals
4,18.4,2,2,David Warner,Vijay Shankar,Kagiso Rabada,Sunrisers Hyderabad,Delhi Capitals,No,1178405,116,0,6,30,5,6,108,Hyderabad (Deccan),Delhi Capitals
3,18.3,1,2,David Warner,Vijay Shankar,Kagiso Rabada,Sunrisers Hyderabad,Delhi Capitals,No,1178405,116,0,6,29,5,6,109,Hyderabad (Deccan),Delhi Capitals
2,18.2,0,2,David Warner,Vijay Shankar,Kagiso Rabada,Sunrisers Hyderabad,Delhi Capitals,No,1178405,116,0,6,29,5,6,109,Hyderabad (Deccan),Delhi Capitals
1,18.1,1,2,David Warner,Vijay Shankar,Kagiso Rabada,Sunrisers Hyderabad,Delhi Capitals,No,1178405,116,0,6,28,5,6,110,Hyderabad (Deccan),Delhi Capitals
6,17.6,0,2,David Warner,Vijay Shankar,Kagiso Rabada,Sunrisers Hyderabad,Delhi Capitals,No,1178405,116,1,5,32,5,6,110,Hyderabad (Deccan),Delhi Capitals
5,17.5,1,2,David Warner,Vijay Shankar,Kagiso Rabada,Sunrisers Hyderabad,Delhi Capitals,No,1178405,116,0,5,31,5,6,111,Hyderabad (Deccan),Delhi Capitals
4,17.4,1,2,David Warner,Vijay Shankar,Kagiso Rabada,Sunrisers Hyderabad,Delhi Capitals,No,1178405,116,0,5,30,5,6,112,Hyderabad (Deccan),Delhi Capitals
3,17.3,0,2,David Warner,Vijay Shankar,Kagiso Rabada,Sunrisers Hyderabad,Delhi Capitals,No,1178405,116,1,4,30,5,6,112,Hyderabad (Deccan),Delhi Capitals
2,17.2,0,2,David Warner,Vijay Shankar,Kagiso Rabada,Sunrisers Hyderabad,Delhi Capitals,No,1178405,116,1,3,30,5,6,112,Hyderabad (Deccan),Delhi Capitals
1,17.1,2,2,David Warner,Vijay Shankar,Kagiso Rabada,Sunrisers Hyderabad,Delhi Capitals,No,1178405,116,0,3,28,5,6,114,Hyderabad (Deccan),Delhi Capitals
6,16.6,1,2,David Warner,Vijay Shankar,Kagiso Rabada,Sunrisers Hyderabad,Delhi Capitals,No,1178405,116,0,4,30,5,6,115,Hyderabad (Deccan),Delhi Capitals
5,16.5,0,2,David Warner,Vijay Shankar,Kagiso Rabada,Sunrisers Hyderabad,Delhi Capitals,No,1178405,116,0,4,30,5,6,115,Hyderabad (Deccan),Delhi Capitals
4,16.4,1,2,David Warner,Vijay Shankar,Kagiso Rabada,Sunrisers Hyderabad,Delhi Capitals,No,1178405,116,0,4,29,5,6,116,Hyderabad (Deccan),Delhi Capitals
3,16.3,0,2,David Warner,Vijay Shankar,Kagiso Rabada,Sunrisers Hyderabad,Delhi Capitals,No,1178405,116,1,3,29,5,6,116,Hyderabad (Deccan),Delhi Capitals
2,16.2,0,2,David Warner,Vijay Shankar,Kagiso Rabada,Sunrisers Hyderabad,Delhi Capitals,No,1178405,116,1,2,29,5,6,116,Hyderabad (Deccan),Delhi Capitals
1,4.1,1,1,KL Rahul,Chris Gayle,Dhawal Kulkarni,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,0,21,3,7,1,Mohali,Kings XI Punjab
6,3.6,0,1,KL Rahul,Chris Gayle,Dhawal Kulkarni,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,0,21,3,7,1,Mohali,Kings XI Punjab
5,3.5,0,1,KL Rahul,Chris Gayle,Dhawal Kulkarni,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,0,21,3,7,1,Mohali,Kings XI Punjab
4,3.4,0,1,KL Rahul,Chris Gayle,Dhawal Kulkarni,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,0,21,3,7,1,Mohali,Kings XI Punjab
3,3.3,1,1,KL Rahul,Chris Gayle,Dhawal Kulkarni,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,0,20,3,7,2,Mohali,Kings XI Punjab
2,3.2,0,1,KL Rahul,Chris Gayle,Dhawal Kulkarni,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,0,20,3,7,2,Mohali,Kings XI Punjab
1,3.1,1,1,KL Rahul,Chris Gayle,Dhawal Kulkarni,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,0,19,3,7,3,Mohali,Kings XI Punjab
6,2.6,0,1,KL Rahul,Chris Gayle,Dhawal Kulkarni,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,0,19,3,7,3,Mohali,Kings XI Punjab
5,2.5,4,1,KL Rahul,Chris Gayle,Dhawal Kulkarni,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,0,15,3,7,7,Mohali,Kings XI Punjab
4,2.4,0,1,KL Rahul,Chris Gayle,Dhawal Kulkarni,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,0,15,3,7,7,Mohali,Kings XI Punjab
3,2.3,1,1,KL Rahul,Chris Gayle,Dhawal Kulkarni,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,0,14,3,7,8,Mohali,Kings XI Punjab
2,2.2,0,1,KL Rahul,Chris Gayle,Dhawal Kulkarni,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,0,14,3,7,8,Mohali,Kings XI Punjab
1,2.1,0,1,KL Rahul,Chris Gayle,Dhawal Kulkarni,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,0,14,3,7,8,Mohali,Kings XI Punjab
6,1.6,0,1,KL Rahul,Chris Gayle,Dhawal Kulkarni,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,0,14,3,7,8,Mohali,Kings XI Punjab
5,1.5,6,1,KL Rahul,Chris Gayle,Dhawal Kulkarni,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,0,8,3,7,14,Mohali,Kings XI Punjab
4,1.4,6,1,KL Rahul,Chris Gayle,Dhawal Kulkarni,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,0,2,3,7,20,Mohali,Kings XI Punjab
3,1.3,0,1,KL Rahul,Chris Gayle,Dhawal Kulkarni,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,0,2,3,7,20,Mohali,Kings XI Punjab
2,1.2,0,1,KL Rahul,Chris Gayle,Dhawal Kulkarni,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,0,2,3,7,20,Mohali,Kings XI Punjab
1,1.1,0,1,KL Rahul,Chris Gayle,Dhawal Kulkarni,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,0,2,3,7,20,Mohali,Kings XI Punjab
6,0.6,0,1,KL Rahul,Chris Gayle,Dhawal Kulkarni,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,0,2,3,7,20,Mohali,Kings XI Punjab
5,0.5,1,1,KL Rahul,Chris Gayle,Dhawal Kulkarni,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,0,1,3,7,21,Mohali,Kings XI Punjab
4,0.4,0,1,KL Rahul,Chris Gayle,Dhawal Kulkarni,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,0,1,3,7,21,Mohali,Kings XI Punjab
3,0.3,0,1,KL Rahul,Chris Gayle,Dhawal Kulkarni,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,0,1,3,7,21,Mohali,Kings XI Punjab
2,0.2,1,1,KL Rahul,Chris Gayle,Dhawal Kulkarni,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,0,0,3,7,22,Mohali,Kings XI Punjab
1,0.1,0,1,KL Rahul,Chris Gayle,Dhawal Kulkarni,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,0,0,3,7,22,Mohali,Kings XI Punjab
2,8.2,1,1,KL Rahul,Chris Gayle,Dhawal Kulkarni,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,1,45,3,7,23,Mohali,Kings XI Punjab
1,8.1,1,1,KL Rahul,Chris Gayle,Dhawal Kulkarni,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,1,44,3,7,24,Mohali,Kings XI Punjab
6,7.6,0,1,KL Rahul,Chris Gayle,Dhawal Kulkarni,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,1,49,3,7,24,Mohali,Kings XI Punjab
5,7.5,1,1,KL Rahul,Chris Gayle,Dhawal Kulkarni,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,1,48,3,7,25,Mohali,Kings XI Punjab
4,7.4,6,1,KL Rahul,Chris Gayle,Dhawal Kulkarni,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,1,42,3,7,31,Mohali,Kings XI Punjab
3,7.3,4,1,KL Rahul,Chris Gayle,Dhawal Kulkarni,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,1,38,3,7,35,Mohali,Kings XI Punjab
2,7.2,1,1,KL Rahul,Chris Gayle,Dhawal Kulkarni,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,1,37,3,7,36,Mohali,Kings XI Punjab
1,7.1,1,1,KL Rahul,Chris Gayle,Dhawal Kulkarni,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,1,36,3,7,37,Mohali,Kings XI Punjab
6,6.6,0,1,KL Rahul,Chris Gayle,Dhawal Kulkarni,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,1,48,3,7,37,Mohali,Kings XI Punjab
5,6.5,1,1,KL Rahul,Chris Gayle,Dhawal Kulkarni,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,1,47,3,7,38,Mohali,Kings XI Punjab
4,6.4,6,1,KL Rahul,Chris Gayle,Dhawal Kulkarni,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,1,41,3,7,44,Mohali,Kings XI Punjab
3,6.3,2,1,KL Rahul,Chris Gayle,Dhawal Kulkarni,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,1,39,3,7,46,Mohali,Kings XI Punjab
2,6.2,1,1,KL Rahul,Chris Gayle,Dhawal Kulkarni,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,1,38,3,7,47,Mohali,Kings XI Punjab
1,6.1,1,1,KL Rahul,Chris Gayle,Dhawal Kulkarni,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,1,37,3,7,48,Mohali,Kings XI Punjab
6,5.6,0,1,KL Rahul,Chris Gayle,Dhawal Kulkarni,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,1,39,3,7,48,Mohali,Kings XI Punjab
5,5.5,1,1,KL Rahul,Chris Gayle,Dhawal Kulkarni,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,1,38,3,7,49,Mohali,Kings XI Punjab
4,5.4,0,1,KL Rahul,Chris Gayle,Dhawal Kulkarni,Rajasthan Royals,Kings XI Punjab,No,1178407,179,1,0,38,3,7,49,Mohali,Kings XI Punjab
3,5.3,4,1,KL Rahul,Chris Gayle,Dhawal Kulkarni,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,0,34,3,7,53,Mohali,Kings XI Punjab
2,5.2,0,1,KL Rahul,Chris Gayle,Dhawal Kulkarni,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,0,34,3,7,53,Mohali,Kings XI Punjab
1,5.1,0,1,KL Rahul,Chris Gayle,Dhawal Kulkarni,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,0,34,3,7,53,Mohali,Kings XI Punjab
6,4.6,1,1,KL Rahul,Chris Gayle,Dhawal Kulkarni,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,0,33,3,7,54,Mohali,Kings XI Punjab
5,4.5,6,1,KL Rahul,Chris Gayle,Dhawal Kulkarni,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,0,27,3,7,60,Mohali,Kings XI Punjab
4,4.4,4,1,KL Rahul,Chris Gayle,Dhawal Kulkarni,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,0,23,3,7,64,Mohali,Kings XI Punjab
3,4.3,1,1,KL Rahul,Chris Gayle,Dhawal Kulkarni,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,0,22,3,7,65,Mohali,Kings XI Punjab
2,4.2,0,1,KL Rahul,Chris Gayle,Dhawal Kulkarni,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,0,22,3,7,65,Mohali,Kings XI Punjab
3,12.3,0,1,Mayank Agarwal,KL Rahul,Ish Sodhi,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,1,44,3,7,65,Mohali,Kings XI Punjab
2,12.2,4,1,Mayank Agarwal,KL Rahul,Ish Sodhi,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,1,40,3,7,69,Mohali,Kings XI Punjab
1,12.1,1,1,Mayank Agarwal,KL Rahul,Ish Sodhi,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,1,39,3,7,70,Mohali,Kings XI Punjab
6,11.6,1,1,Mayank Agarwal,KL Rahul,Ish Sodhi,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,1,49,3,7,71,Mohali,Kings XI Punjab
5,11.5,1,1,Mayank Agarwal,KL Rahul,Ish Sodhi,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,1,48,3,7,72,Mohali,Kings XI Punjab
4,11.4,0,1,Mayank Agarwal,KL Rahul,Ish Sodhi,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,1,48,3,7,72,Mohali,Kings XI Punjab
3,11.3,1,1,Mayank Agarwal,KL Rahul,Ish Sodhi,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,1,47,3,7,73,Mohali,Kings XI Punjab
2,11.2,4,1,Mayank Agarwal,KL Rahul,Ish Sodhi,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,1,43,3,7,77,Mohali,Kings XI Punjab
1,11.1,1,1,Mayank Agarwal,KL Rahul,Ish Sodhi,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,1,42,3,7,78,Mohali,Kings XI Punjab
6,10.6,1,1,Mayank Agarwal,KL Rahul,Ish Sodhi,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,2,46,3,7,79,Mohali,Kings XI Punjab
5,10.5,1,1,Mayank Agarwal,KL Rahul,Ish Sodhi,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,2,45,3,7,80,Mohali,Kings XI Punjab
4,10.4,1,1,Mayank Agarwal,KL Rahul,Ish Sodhi,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,2,44,3,7,81,Mohali,Kings XI Punjab
3,10.3,1,1,Mayank Agarwal,KL Rahul,Ish Sodhi,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,2,43,3,7,82,Mohali,Kings XI Punjab
2,10.2,0,1,Mayank Agarwal,KL Rahul,Ish Sodhi,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,2,43,3,7,82,Mohali,Kings XI Punjab
1,10.1,2,1,Mayank Agarwal,KL Rahul,Ish Sodhi,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,2,41,3,7,84,Mohali,Kings XI Punjab
6,9.6,1,1,Mayank Agarwal,KL Rahul,Ish Sodhi,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,2,53,3,7,85,Mohali,Kings XI Punjab
5,9.5,2,1,Mayank Agarwal,KL Rahul,Ish Sodhi,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,2,51,3,7,87,Mohali,Kings XI Punjab
4,9.4,1,1,Mayank Agarwal,KL Rahul,Ish Sodhi,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,2,50,3,7,88,Mohali,Kings XI Punjab
3,9.3,1,1,Mayank Agarwal,KL Rahul,Ish Sodhi,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,2,49,3,7,89,Mohali,Kings XI Punjab
2,9.2,1,1,Mayank Agarwal,KL Rahul,Ish Sodhi,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,2,48,3,7,90,Mohali,Kings XI Punjab
1,9.1,1,1,Mayank Agarwal,KL Rahul,Ish Sodhi,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,2,47,3,7,91,Mohali,Kings XI Punjab
6,8.6,0,1,Mayank Agarwal,KL Rahul,Ish Sodhi,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,2,49,3,7,91,Mohali,Kings XI Punjab
5,8.5,1,1,Mayank Agarwal,KL Rahul,Ish Sodhi,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,2,48,3,7,92,Mohali,Kings XI Punjab
4,8.4,0,1,Mayank Agarwal,KL Rahul,Ish Sodhi,Rajasthan Royals,Kings XI Punjab,No,1178407,179,1,1,48,3,7,92,Mohali,Kings XI Punjab
3,8.3,2,1,Mayank Agarwal,KL Rahul,Ish Sodhi,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,1,46,3,7,94,Mohali,Kings XI Punjab
2,16.2,0,1,David Miller,KL Rahul,Shreyas Gopal,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,0,60,3,7,94,Mohali,Kings XI Punjab
2,16.2,1,1,David Miller,KL Rahul,Shreyas Gopal,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,0,60,3,7,95,Mohali,Kings XI Punjab
1,16.1,1,1,David Miller,KL Rahul,Shreyas Gopal,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,0,59,3,7,96,Mohali,Kings XI Punjab
6,15.6,1,1,David Miller,KL Rahul,Shreyas Gopal,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,0,64,3,7,97,Mohali,Kings XI Punjab
5,15.5,0,1,David Miller,KL Rahul,Shreyas Gopal,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,0,64,3,7,97,Mohali,Kings XI Punjab
4,15.4,1,1,David Miller,KL Rahul,Shreyas Gopal,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,0,63,3,7,98,Mohali,Kings XI Punjab
3,15.3,1,1,David Miller,KL Rahul,Shreyas Gopal,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,0,62,3,7,99,Mohali,Kings XI Punjab
2,15.2,0,1,David Miller,KL Rahul,Shreyas Gopal,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,0,62,3,7,99,Mohali,Kings XI Punjab
1,15.1,1,1,David Miller,KL Rahul,Shreyas Gopal,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,0,61,3,7,100,Mohali,Kings XI Punjab
6,14.6,2,1,David Miller,KL Rahul,Shreyas Gopal,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,0,66,3,7,102,Mohali,Kings XI Punjab
5,14.5,6,1,David Miller,KL Rahul,Shreyas Gopal,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,0,60,3,7,108,Mohali,Kings XI Punjab
4,14.4,1,1,David Miller,KL Rahul,Shreyas Gopal,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,0,59,3,7,109,Mohali,Kings XI Punjab
3,14.3,6,1,David Miller,KL Rahul,Shreyas Gopal,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,0,53,3,7,115,Mohali,Kings XI Punjab
2,14.2,1,1,David Miller,KL Rahul,Shreyas Gopal,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,0,52,3,7,116,Mohali,Kings XI Punjab
1,14.1,4,1,David Miller,KL Rahul,Shreyas Gopal,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,0,48,3,7,120,Mohali,Kings XI Punjab
6,13.6,2,1,David Miller,KL Rahul,Shreyas Gopal,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,1,50,3,7,122,Mohali,Kings XI Punjab
6,13.6,1,1,David Miller,KL Rahul,Shreyas Gopal,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,1,50,3,7,123,Mohali,Kings XI Punjab
5,13.5,6,1,David Miller,KL Rahul,Shreyas Gopal,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,1,44,3,7,129,Mohali,Kings XI Punjab
4,13.4,1,1,David Miller,KL Rahul,Shreyas Gopal,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,1,43,3,7,130,Mohali,Kings XI Punjab
3,13.3,6,1,David Miller,KL Rahul,Shreyas Gopal,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,1,37,3,7,136,Mohali,Kings XI Punjab
2,13.2,1,1,David Miller,KL Rahul,Shreyas Gopal,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,1,36,3,7,137,Mohali,Kings XI Punjab
1,13.1,2,1,David Miller,KL Rahul,Shreyas Gopal,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,1,34,3,7,139,Mohali,Kings XI Punjab
6,12.6,1,1,David Miller,KL Rahul,Shreyas Gopal,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,1,46,3,7,140,Mohali,Kings XI Punjab
5,12.5,1,1,David Miller,KL Rahul,Shreyas Gopal,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,1,45,3,7,141,Mohali,Kings XI Punjab
4,12.4,1,1,David Miller,KL Rahul,Shreyas Gopal,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,1,44,3,7,142,Mohali,Kings XI Punjab
6,19.6,6,1,KL Rahul,David Miller,Jofra Archer,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,4,57,3,7,148,Mohali,Kings XI Punjab
5,19.5,6,1,KL Rahul,David Miller,Jofra Archer,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,4,51,3,7,154,Mohali,Kings XI Punjab
4,19.4,1,1,KL Rahul,David Miller,Jofra Archer,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,4,50,3,7,155,Mohali,Kings XI Punjab
3,19.3,1,1,KL Rahul,David Miller,Jofra Archer,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,4,49,3,7,156,Mohali,Kings XI Punjab
2,19.2,4,1,KL Rahul,David Miller,Jofra Archer,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,4,45,3,7,160,Mohali,Kings XI Punjab
1,19.1,0,1,KL Rahul,David Miller,Jofra Archer,Rajasthan Royals,Kings XI Punjab,No,1178407,179,1,3,45,3,7,160,Mohali,Kings XI Punjab
6,18.6,0,1,KL Rahul,David Miller,Jofra Archer,Rajasthan Royals,Kings XI Punjab,No,1178407,179,1,2,64,3,7,160,Mohali,Kings XI Punjab
5,18.5,0,1,KL Rahul,David Miller,Jofra Archer,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,2,64,3,7,160,Mohali,Kings XI Punjab
4,18.4,1,1,KL Rahul,David Miller,Jofra Archer,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,2,63,3,7,161,Mohali,Kings XI Punjab
3,18.3,0,1,KL Rahul,David Miller,Jofra Archer,Rajasthan Royals,Kings XI Punjab,No,1178407,179,1,1,63,3,7,161,Mohali,Kings XI Punjab
2,18.2,2,1,KL Rahul,David Miller,Jofra Archer,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,1,61,3,7,163,Mohali,Kings XI Punjab
1,18.1,0,1,KL Rahul,David Miller,Jofra Archer,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,1,61,3,7,163,Mohali,Kings XI Punjab
6,17.6,4,1,KL Rahul,David Miller,Jofra Archer,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,1,65,3,7,167,Mohali,Kings XI Punjab
5,17.5,1,1,KL Rahul,David Miller,Jofra Archer,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,1,64,3,7,168,Mohali,Kings XI Punjab
4,17.4,1,1,KL Rahul,David Miller,Jofra Archer,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,1,63,3,7,169,Mohali,Kings XI Punjab
3,17.3,1,1,KL Rahul,David Miller,Jofra Archer,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,1,62,3,7,170,Mohali,Kings XI Punjab
2,17.2,2,1,KL Rahul,David Miller,Jofra Archer,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,1,60,3,7,172,Mohali,Kings XI Punjab
1,17.1,0,1,KL Rahul,David Miller,Jofra Archer,Rajasthan Royals,Kings XI Punjab,No,1178407,179,1,0,60,3,7,172,Mohali,Kings XI Punjab
6,16.6,0,1,KL Rahul,David Miller,Jofra Archer,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,0,68,3,7,172,Mohali,Kings XI Punjab
5,16.5,2,1,KL Rahul,David Miller,Jofra Archer,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,0,66,3,7,174,Mohali,Kings XI Punjab
4,16.4,1,1,KL Rahul,David Miller,Jofra Archer,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,0,65,3,7,175,Mohali,Kings XI Punjab
3,16.3,4,1,KL Rahul,David Miller,Jofra Archer,Rajasthan Royals,Kings XI Punjab,No,1178407,179,0,0,61,3,7,179,Mohali,Kings XI Punjab
5,3.5,1,2,Rahul Tripathi,Jos Buttler,Arshdeep Singh,Rajasthan Royals,Kings XI Punjab,No,1178407,170,0,0,31,3,7,1,Mohali,Kings XI Punjab
5,3.5,2,2,Rahul Tripathi,Jos Buttler,Arshdeep Singh,Rajasthan Royals,Kings XI Punjab,No,1178407,170,0,0,31,3,7,3,Mohali,Kings XI Punjab
4,3.4,2,2,Rahul Tripathi,Jos Buttler,Arshdeep Singh,Rajasthan Royals,Kings XI Punjab,No,1178407,170,0,0,29,3,7,5,Mohali,Kings XI Punjab
3,3.3,0,2,Rahul Tripathi,Jos Buttler,Arshdeep Singh,Rajasthan Royals,Kings XI Punjab,No,1178407,170,0,0,29,3,7,5,Mohali,Kings XI Punjab
2,3.2,1,2,Rahul Tripathi,Jos Buttler,Arshdeep Singh,Rajasthan Royals,Kings XI Punjab,No,1178407,170,0,0,28,3,7,6,Mohali,Kings XI Punjab
1,3.1,0,2,Rahul Tripathi,Jos Buttler,Arshdeep Singh,Rajasthan Royals,Kings XI Punjab,No,1178407,170,0,0,28,3,7,6,Mohali,Kings XI Punjab
6,2.6,0,2,Rahul Tripathi,Jos Buttler,Arshdeep Singh,Rajasthan Royals,Kings XI Punjab,No,1178407,170,0,0,27,3,7,6,Mohali,Kings XI Punjab
6,2.6,1,2,Rahul Tripathi,Jos Buttler,Arshdeep Singh,Rajasthan Royals,Kings XI Punjab,No,1178407,170,0,0,27,3,7,7,Mohali,Kings XI Punjab
5,2.5,0,2,Rahul Tripathi,Jos Buttler,Arshdeep Singh,Rajasthan Royals,Kings XI Punjab,No,1178407,170,0,0,27,3,7,7,Mohali,Kings XI Punjab
4,2.4,4,2,Rahul Tripathi,Jos Buttler,Arshdeep Singh,Rajasthan Royals,Kings XI Punjab,No,1178407,170,0,0,23,3,7,11,Mohali,Kings XI Punjab
3,2.3,1,2,Rahul Tripathi,Jos Buttler,Arshdeep Singh,Rajasthan Royals,Kings XI Punjab,No,1178407,170,0,0,22,3,7,12,Mohali,Kings XI Punjab
2,2.2,1,2,Rahul Tripathi,Jos Buttler,Arshdeep Singh,Rajasthan Royals,Kings XI Punjab,No,1178407,170,0,0,21,3,7,13,Mohali,Kings XI Punjab
1,2.1,6,2,Rahul Tripathi,Jos Buttler,Arshdeep Singh,Rajasthan Royals,Kings XI Punjab,No,1178407,170,0,0,15,3,7,19,Mohali,Kings XI Punjab
6,1.6,2,2,Rahul Tripathi,Jos Buttler,Arshdeep Singh,Rajasthan Royals,Kings XI Punjab,No,1178407,170,0,0,13,3,7,21,Mohali,Kings XI Punjab
