ball,over,runs,innings,batsman,nonstriker_batsman,bowler,batting_team,bowling_team,run_out,match_id,final_total,wickets,last_5_over_wickets,last_5_over_runs,batteam,bowlteam,runs_tillnow,city,winner
2,14.2,2,1,Robin Uthappa,Dinesh Karthik,Lasith Malinga,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,2,32,2,4,82,Mumbai,Mumbai Indians
1,14.1,6,1,Robin Uthappa,Dinesh Karthik,Lasith Malinga,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,2,26,2,4,88,Mumbai,Mumbai Indians
6,13.6,6,1,Robin Uthappa,Dinesh Karthik,Lasith Malinga,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,3,22,2,4,94,Mumbai,Mumbai Indians
5,13.5,4,1,Robin Uthappa,Dinesh Karthik,Lasith Malinga,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,3,18,2,4,98,Mumbai,Mumbai Indians
4,13.4,0,1,Robin Uthappa,Dinesh Karthik,Lasith Malinga,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,3,18,2,4,98,Mumbai,Mumbai Indians
3,13.3,0,1,Robin Uthappa,Dinesh Karthik,Lasith Malinga,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,3,18,2,4,98,Mumbai,Mumbai Indians
2,13.2,0,1,Robin Uthappa,Dinesh Karthik,Lasith Malinga,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,3,18,2,4,98,Mumbai,Mumbai Indians
1,13.1,0,1,Robin Uthappa,Dinesh Karthik,Lasith Malinga,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,3,18,2,4,98,Mumbai,Mumbai Indians
6,12.6,0,1,Robin Uthappa,Dinesh Karthik,Lasith Malinga,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,3,22,2,4,98,Mumbai,Mumbai Indians
5,12.5,0,1,Robin Uthappa,Dinesh Karthik,Lasith Malinga,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,1,2,21,2,4,98,Mumbai,Mumbai Indians
5,12.5,1,1,Robin Uthappa,Dinesh Karthik,Lasith Malinga,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,2,21,2,4,99,Mumbai,Mumbai Indians
4,12.4,0,1,Robin Uthappa,Dinesh Karthik,Lasith Malinga,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,1,1,21,2,4,99,Mumbai,Mumbai Indians
3,12.3,0,1,Robin Uthappa,Dinesh Karthik,Lasith Malinga,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,1,21,2,4,99,Mumbai,Mumbai Indians
2,12.2,1,1,Robin Uthappa,Dinesh Karthik,Lasith Malinga,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,1,20,2,4,100,Mumbai,Mumbai Indians
1,12.1,6,1,Robin Uthappa,Dinesh Karthik,Lasith Malinga,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,1,14,2,4,106,Mumbai,Mumbai Indians
2,19.2,0,1,Nitish Rana,Robin Uthappa,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,1,48,2,4,106,Mumbai,Mumbai Indians
1,19.1,1,1,Nitish Rana,Robin Uthappa,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,1,47,2,4,107,Mumbai,Mumbai Indians
6,18.6,1,1,Nitish Rana,Robin Uthappa,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,1,56,2,4,108,Mumbai,Mumbai Indians
5,18.5,0,1,Nitish Rana,Robin Uthappa,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,1,56,2,4,108,Mumbai,Mumbai Indians
4,18.4,1,1,Nitish Rana,Robin Uthappa,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,1,54,2,4,109,Mumbai,Mumbai Indians
4,18.4,1,1,Nitish Rana,Robin Uthappa,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,1,54,2,4,110,Mumbai,Mumbai Indians
3,18.3,1,1,Nitish Rana,Robin Uthappa,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,1,53,2,4,111,Mumbai,Mumbai Indians
2,18.2,1,1,Nitish Rana,Robin Uthappa,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,1,51,2,4,112,Mumbai,Mumbai Indians
2,18.2,1,1,Nitish Rana,Robin Uthappa,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,1,51,2,4,113,Mumbai,Mumbai Indians
1,18.1,0,1,Nitish Rana,Robin Uthappa,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,1,50,2,4,113,Mumbai,Mumbai Indians
1,18.1,1,1,Nitish Rana,Robin Uthappa,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,1,50,2,4,114,Mumbai,Mumbai Indians
6,17.6,1,1,Nitish Rana,Robin Uthappa,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,3,57,2,4,115,Mumbai,Mumbai Indians
5,17.5,0,1,Nitish Rana,Robin Uthappa,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,3,57,2,4,115,Mumbai,Mumbai Indians
4,17.4,0,1,Nitish Rana,Robin Uthappa,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,3,57,2,4,115,Mumbai,Mumbai Indians
3,17.3,0,1,Nitish Rana,Robin Uthappa,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,3,55,2,4,115,Mumbai,Mumbai Indians
3,17.3,1,1,Nitish Rana,Robin Uthappa,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,3,55,2,4,116,Mumbai,Mumbai Indians
3,17.3,1,1,Nitish Rana,Robin Uthappa,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,3,55,2,4,117,Mumbai,Mumbai Indians
2,17.2,0,1,Nitish Rana,Robin Uthappa,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,1,2,55,2,4,117,Mumbai,Mumbai Indians
1,17.1,6,1,Nitish Rana,Robin Uthappa,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,2,49,2,4,123,Mumbai,Mumbai Indians
6,16.6,6,1,Nitish Rana,Robin Uthappa,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,2,47,2,4,129,Mumbai,Mumbai Indians
5,16.5,0,1,Nitish Rana,Robin Uthappa,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,2,47,2,4,129,Mumbai,Mumbai Indians
4,16.4,1,1,Nitish Rana,Robin Uthappa,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,2,46,2,4,130,Mumbai,Mumbai Indians
3,16.3,1,1,Nitish Rana,Robin Uthappa,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,2,45,2,4,131,Mumbai,Mumbai Indians
2,16.2,1,1,Nitish Rana,Robin Uthappa,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,2,44,2,4,132,Mumbai,Mumbai Indians
1,16.1,0,1,Nitish Rana,Robin Uthappa,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,2,44,2,4,132,Mumbai,Mumbai Indians
6,19.6,0,1,Robin Uthappa,Rinku Singh,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,1,2,50,2,4,132,Mumbai,Mumbai Indians
5,19.5,0,1,Robin Uthappa,Rinku Singh,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,1,1,50,2,4,132,Mumbai,Mumbai Indians
4,19.4,1,1,Robin Uthappa,Rinku Singh,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,1,49,2,4,133,Mumbai,Mumbai Indians
3,19.3,1,1,Robin Uthappa,Rinku Singh,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,1,48,2,4,134,Mumbai,Mumbai Indians
5,3.5,4,2,Quinton de Kock,Rohit Sharma,Sandeep Warrier,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,35,2,4,4,Mumbai,Mumbai Indians
4,3.4,6,2,Quinton de Kock,Rohit Sharma,Sandeep Warrier,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,29,2,4,10,Mumbai,Mumbai Indians
3,3.3,6,2,Quinton de Kock,Rohit Sharma,Sandeep Warrier,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,23,2,4,16,Mumbai,Mumbai Indians
2,3.2,1,2,Quinton de Kock,Rohit Sharma,Sandeep Warrier,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,22,2,4,17,Mumbai,Mumbai Indians
1,3.1,4,2,Quinton de Kock,Rohit Sharma,Sandeep Warrier,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,18,2,4,21,Mumbai,Mumbai Indians
6,2.6,1,2,Quinton de Kock,Rohit Sharma,Sandeep Warrier,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,17,2,4,22,Mumbai,Mumbai Indians
5,2.5,0,2,Quinton de Kock,Rohit Sharma,Sandeep Warrier,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,17,2,4,22,Mumbai,Mumbai Indians
4,2.4,1,2,Quinton de Kock,Rohit Sharma,Sandeep Warrier,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,16,2,4,23,Mumbai,Mumbai Indians
3,2.3,1,2,Quinton de Kock,Rohit Sharma,Sandeep Warrier,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,15,2,4,24,Mumbai,Mumbai Indians
2,2.2,0,2,Quinton de Kock,Rohit Sharma,Sandeep Warrier,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,15,2,4,24,Mumbai,Mumbai Indians
1,2.1,1,2,Quinton de Kock,Rohit Sharma,Sandeep Warrier,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,13,2,4,25,Mumbai,Mumbai Indians
1,2.1,1,2,Quinton de Kock,Rohit Sharma,Sandeep Warrier,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,13,2,4,26,Mumbai,Mumbai Indians
6,1.6,2,2,Quinton de Kock,Rohit Sharma,Sandeep Warrier,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,11,2,4,28,Mumbai,Mumbai Indians
5,1.5,0,2,Quinton de Kock,Rohit Sharma,Sandeep Warrier,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,11,2,4,28,Mumbai,Mumbai Indians
4,1.4,0,2,Quinton de Kock,Rohit Sharma,Sandeep Warrier,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,10,2,4,28,Mumbai,Mumbai Indians
4,1.4,1,2,Quinton de Kock,Rohit Sharma,Sandeep Warrier,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,10,2,4,29,Mumbai,Mumbai Indians
3,1.3,0,2,Quinton de Kock,Rohit Sharma,Sandeep Warrier,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,10,2,4,29,Mumbai,Mumbai Indians
2,1.2,0,2,Quinton de Kock,Rohit Sharma,Sandeep Warrier,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,10,2,4,29,Mumbai,Mumbai Indians
1,1.1,1,2,Quinton de Kock,Rohit Sharma,Sandeep Warrier,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,9,2,4,30,Mumbai,Mumbai Indians
6,0.6,1,2,Quinton de Kock,Rohit Sharma,Sandeep Warrier,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,8,2,4,31,Mumbai,Mumbai Indians
5,0.5,0,2,Quinton de Kock,Rohit Sharma,Sandeep Warrier,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,8,2,4,31,Mumbai,Mumbai Indians
4,0.4,2,2,Quinton de Kock,Rohit Sharma,Sandeep Warrier,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,6,2,4,33,Mumbai,Mumbai Indians
3,0.3,6,2,Quinton de Kock,Rohit Sharma,Sandeep Warrier,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,0,2,4,39,Mumbai,Mumbai Indians
2,0.2,0,2,Quinton de Kock,Rohit Sharma,Sandeep Warrier,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,0,2,4,39,Mumbai,Mumbai Indians
1,0.1,0,2,Quinton de Kock,Rohit Sharma,Sandeep Warrier,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,0,2,4,39,Mumbai,Mumbai Indians
6,7.6,1,2,Quinton de Kock,Rohit Sharma,Andre Russell,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,1,49,2,4,40,Mumbai,Mumbai Indians
5,7.5,1,2,Quinton de Kock,Rohit Sharma,Andre Russell,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,1,48,2,4,41,Mumbai,Mumbai Indians
4,7.4,1,2,Quinton de Kock,Rohit Sharma,Andre Russell,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,1,47,2,4,42,Mumbai,Mumbai Indians
3,7.3,1,2,Quinton de Kock,Rohit Sharma,Andre Russell,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,1,46,2,4,43,Mumbai,Mumbai Indians
2,7.2,4,2,Quinton de Kock,Rohit Sharma,Andre Russell,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,1,42,2,4,47,Mumbai,Mumbai Indians
1,7.1,0,2,Quinton de Kock,Rohit Sharma,Andre Russell,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,1,42,2,4,47,Mumbai,Mumbai Indians
6,6.6,0,2,Quinton de Kock,Rohit Sharma,Andre Russell,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,1,46,2,4,47,Mumbai,Mumbai Indians
5,6.5,4,2,Quinton de Kock,Rohit Sharma,Andre Russell,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,1,42,2,4,51,Mumbai,Mumbai Indians
4,6.4,0,2,Quinton de Kock,Rohit Sharma,Andre Russell,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,1,42,2,4,51,Mumbai,Mumbai Indians
3,6.3,1,2,Quinton de Kock,Rohit Sharma,Andre Russell,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,1,41,2,4,52,Mumbai,Mumbai Indians
2,6.2,4,2,Quinton de Kock,Rohit Sharma,Andre Russell,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,1,37,2,4,56,Mumbai,Mumbai Indians
1,6.1,0,2,Quinton de Kock,Rohit Sharma,Andre Russell,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,1,0,37,2,4,56,Mumbai,Mumbai Indians
6,5.6,1,2,Quinton de Kock,Rohit Sharma,Andre Russell,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,45,2,4,57,Mumbai,Mumbai Indians
5,5.5,0,2,Quinton de Kock,Rohit Sharma,Andre Russell,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,45,2,4,57,Mumbai,Mumbai Indians
4,5.4,0,2,Quinton de Kock,Rohit Sharma,Andre Russell,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,45,2,4,57,Mumbai,Mumbai Indians
3,5.3,0,2,Quinton de Kock,Rohit Sharma,Andre Russell,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,45,2,4,57,Mumbai,Mumbai Indians
2,5.2,0,2,Quinton de Kock,Rohit Sharma,Andre Russell,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,45,2,4,57,Mumbai,Mumbai Indians
1,5.1,0,2,Quinton de Kock,Rohit Sharma,Andre Russell,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,45,2,4,57,Mumbai,Mumbai Indians
6,4.6,0,2,Quinton de Kock,Rohit Sharma,Andre Russell,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,45,2,4,57,Mumbai,Mumbai Indians
5,4.5,4,2,Quinton de Kock,Rohit Sharma,Andre Russell,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,41,2,4,61,Mumbai,Mumbai Indians
4,4.4,1,2,Quinton de Kock,Rohit Sharma,Andre Russell,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,40,2,4,62,Mumbai,Mumbai Indians
3,4.3,0,2,Quinton de Kock,Rohit Sharma,Andre Russell,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,40,2,4,62,Mumbai,Mumbai Indians
2,4.2,1,2,Quinton de Kock,Rohit Sharma,Andre Russell,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,39,2,4,63,Mumbai,Mumbai Indians
1,4.1,0,2,Quinton de Kock,Rohit Sharma,Andre Russell,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,39,2,4,63,Mumbai,Mumbai Indians
6,3.6,0,2,Quinton de Kock,Rohit Sharma,Andre Russell,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,39,2,4,63,Mumbai,Mumbai Indians
6,11.6,0,2,Suryakumar Yadav,Rohit Sharma,Prasidh Krishna,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,1,45,2,4,63,Mumbai,Mumbai Indians
5,11.5,1,2,Suryakumar Yadav,Rohit Sharma,Prasidh Krishna,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,1,44,2,4,64,Mumbai,Mumbai Indians
4,11.4,1,2,Suryakumar Yadav,Rohit Sharma,Prasidh Krishna,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,1,43,2,4,65,Mumbai,Mumbai Indians
3,11.3,0,2,Suryakumar Yadav,Rohit Sharma,Prasidh Krishna,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,1,43,2,4,65,Mumbai,Mumbai Indians
2,11.2,1,2,Suryakumar Yadav,Rohit Sharma,Prasidh Krishna,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,1,42,2,4,66,Mumbai,Mumbai Indians
1,11.1,0,2,Suryakumar Yadav,Rohit Sharma,Prasidh Krishna,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,1,42,2,4,66,Mumbai,Mumbai Indians
6,10.6,0,2,Suryakumar Yadav,Rohit Sharma,Prasidh Krishna,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,1,42,2,4,66,Mumbai,Mumbai Indians
6,10.6,1,2,Suryakumar Yadav,Rohit Sharma,Prasidh Krishna,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,1,42,2,4,67,Mumbai,Mumbai Indians
5,10.5,1,2,Suryakumar Yadav,Rohit Sharma,Prasidh Krishna,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,1,41,2,4,68,Mumbai,Mumbai Indians
4,10.4,4,2,Suryakumar Yadav,Rohit Sharma,Prasidh Krishna,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,1,37,2,4,72,Mumbai,Mumbai Indians
3,10.3,1,2,Suryakumar Yadav,Rohit Sharma,Prasidh Krishna,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,1,36,2,4,73,Mumbai,Mumbai Indians
2,10.2,4,2,Suryakumar Yadav,Rohit Sharma,Prasidh Krishna,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,1,32,2,4,77,Mumbai,Mumbai Indians
1,10.1,1,2,Suryakumar Yadav,Rohit Sharma,Prasidh Krishna,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,1,31,2,4,78,Mumbai,Mumbai Indians
6,9.6,1,2,Suryakumar Yadav,Rohit Sharma,Prasidh Krishna,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,1,36,2,4,79,Mumbai,Mumbai Indians
5,9.5,0,2,Suryakumar Yadav,Rohit Sharma,Prasidh Krishna,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,1,36,2,4,79,Mumbai,Mumbai Indians
4,9.4,4,2,Suryakumar Yadav,Rohit Sharma,Prasidh Krishna,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,1,32,2,4,83,Mumbai,Mumbai Indians
3,9.3,1,2,Suryakumar Yadav,Rohit Sharma,Prasidh Krishna,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,1,31,2,4,84,Mumbai,Mumbai Indians
2,9.2,1,2,Suryakumar Yadav,Rohit Sharma,Prasidh Krishna,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,1,30,2,4,85,Mumbai,Mumbai Indians
1,9.1,0,2,Suryakumar Yadav,Rohit Sharma,Prasidh Krishna,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,1,30,2,4,85,Mumbai,Mumbai Indians
6,8.6,0,2,Suryakumar Yadav,Rohit Sharma,Prasidh Krishna,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,1,51,2,4,85,Mumbai,Mumbai Indians
5,8.5,4,2,Suryakumar Yadav,Rohit Sharma,Prasidh Krishna,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,1,47,2,4,89,Mumbai,Mumbai Indians
4,8.4,0,2,Suryakumar Yadav,Rohit Sharma,Prasidh Krishna,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,1,47,2,4,89,Mumbai,Mumbai Indians
3,8.3,1,2,Suryakumar Yadav,Rohit Sharma,Prasidh Krishna,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,1,46,2,4,90,Mumbai,Mumbai Indians
2,8.2,0,2,Suryakumar Yadav,Rohit Sharma,Prasidh Krishna,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,1,46,2,4,90,Mumbai,Mumbai Indians
1,8.1,1,2,Suryakumar Yadav,Rohit Sharma,Prasidh Krishna,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,1,45,2,4,91,Mumbai,Mumbai Indians
1,16.1,6,2,Rohit Sharma,Suryakumar Yadav,Sandeep Warrier,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,40,2,4,97,Mumbai,Mumbai Indians
6,15.6,1,2,Rohit Sharma,Suryakumar Yadav,Sandeep Warrier,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,51,2,4,98,Mumbai,Mumbai Indians
5,15.5,1,2,Rohit Sharma,Suryakumar Yadav,Sandeep Warrier,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,50,2,4,99,Mumbai,Mumbai Indians
4,15.4,4,2,Rohit Sharma,Suryakumar Yadav,Sandeep Warrier,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,46,2,4,103,Mumbai,Mumbai Indians
3,15.3,0,2,Rohit Sharma,Suryakumar Yadav,Sandeep Warrier,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,46,2,4,103,Mumbai,Mumbai Indians
2,15.2,0,2,Rohit Sharma,Suryakumar Yadav,Sandeep Warrier,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,46,2,4,103,Mumbai,Mumbai Indians
1,15.1,1,2,Rohit Sharma,Suryakumar Yadav,Sandeep Warrier,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,45,2,4,104,Mumbai,Mumbai Indians
6,14.6,1,2,Rohit Sharma,Suryakumar Yadav,Sandeep Warrier,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,51,2,4,105,Mumbai,Mumbai Indians
5,14.5,4,2,Rohit Sharma,Suryakumar Yadav,Sandeep Warrier,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,47,2,4,109,Mumbai,Mumbai Indians
4,14.4,1,2,Rohit Sharma,Suryakumar Yadav,Sandeep Warrier,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,46,2,4,110,Mumbai,Mumbai Indians
3,14.3,1,2,Rohit Sharma,Suryakumar Yadav,Sandeep Warrier,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,45,2,4,111,Mumbai,Mumbai Indians
2,14.2,4,2,Rohit Sharma,Suryakumar Yadav,Sandeep Warrier,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,41,2,4,115,Mumbai,Mumbai Indians
1,14.1,2,2,Rohit Sharma,Suryakumar Yadav,Sandeep Warrier,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,39,2,4,117,Mumbai,Mumbai Indians
6,13.6,4,2,Rohit Sharma,Suryakumar Yadav,Sandeep Warrier,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,41,2,4,121,Mumbai,Mumbai Indians
5,13.5,0,2,Rohit Sharma,Suryakumar Yadav,Sandeep Warrier,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,41,2,4,121,Mumbai,Mumbai Indians
4,13.4,0,2,Rohit Sharma,Suryakumar Yadav,Sandeep Warrier,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,41,2,4,121,Mumbai,Mumbai Indians
3,13.3,1,2,Rohit Sharma,Suryakumar Yadav,Sandeep Warrier,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,40,2,4,122,Mumbai,Mumbai Indians
2,13.2,6,2,Rohit Sharma,Suryakumar Yadav,Sandeep Warrier,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,34,2,4,128,Mumbai,Mumbai Indians
1,13.1,1,2,Rohit Sharma,Suryakumar Yadav,Sandeep Warrier,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,33,2,4,129,Mumbai,Mumbai Indians
6,12.6,1,2,Rohit Sharma,Suryakumar Yadav,Sandeep Warrier,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,40,2,4,130,Mumbai,Mumbai Indians
5,12.5,1,2,Rohit Sharma,Suryakumar Yadav,Sandeep Warrier,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,39,2,4,131,Mumbai,Mumbai Indians
4,12.4,1,2,Rohit Sharma,Suryakumar Yadav,Sandeep Warrier,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,38,2,4,132,Mumbai,Mumbai Indians
3,12.3,2,2,Rohit Sharma,Suryakumar Yadav,Sandeep Warrier,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,36,2,4,134,Mumbai,Mumbai Indians
2,12.2,0,2,Rohit Sharma,Suryakumar Yadav,Sandeep Warrier,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,36,2,4,134,Mumbai,Mumbai Indians
1,12.1,0,2,Rohit Sharma,Suryakumar Yadav,Sandeep Warrier,Mumbai Indians,Kolkata Knight Riders,No,1178431,134,0,0,36,2,4,134,Mumbai,Mumbai Indians
1,4.1,1,1,Faf du Plessis,Shane Watson,Harpreet Brar,Kings XI Punjab,Chennai Super Kings,No,1178430,170,0,0,29,7,1,1,Mohali,Kings XI Punjab
6,3.6,4,1,Faf du Plessis,Shane Watson,Harpreet Brar,Kings XI Punjab,Chennai Super Kings,No,1178430,170,0,0,25,7,1,5,Mohali,Kings XI Punjab
5,3.5,0,1,Faf du Plessis,Shane Watson,Harpreet Brar,Kings XI Punjab,Chennai Super Kings,No,1178430,170,0,0,25,7,1,5,Mohali,Kings XI Punjab
