,ball,over,runs,isBoundary,innings,batsman,nonstriker_batsman,bowler,bowling_team,batting_team,matchWicket,run_out,match_id
17,3,5,1,FALSE,2,Chris Lynn,Shubman Gill,Ravichandran Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
18,2,5,0,FALSE,2,Chris Lynn,Shubman Gill,Ravichandran Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
19,1,5,4,TRUE,2,Chris Lynn,Shubman Gill,Ravichandran Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
20,6,4,2,FALSE,2,Chris Lynn,Shubman Gill,Ravichandran Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
21,5,4,0,FALSE,2,Chris Lynn,Shubman Gill,Ravichandran Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
22,4,4,0,FALSE,2,Chris Lynn,Shubman Gill,Ravichandran Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
23,3,4,6,TRUE,2,Chris Lynn,Shubman Gill,Ravichandran Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
24,2,4,0,FALSE,2,Chris Lynn,Shubman Gill,Ravichandran Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
0,2,12,0,FALSE,2,Robin Uthappa,Shubman Gill,Murugan Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
1,1,12,6,TRUE,2,Robin Uthappa,Shubman Gill,Murugan Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
2,6,11,0,FALSE,2,Robin Uthappa,Shubman Gill,Murugan Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
3,5,11,0,FALSE,2,Robin Uthappa,Shubman Gill,Murugan Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
4,4,11,4,TRUE,2,Robin Uthappa,Shubman Gill,Murugan Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
5,3,11,1,FALSE,2,Robin Uthappa,Shubman Gill,Murugan Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
6,2,11,1,FALSE,2,Robin Uthappa,Shubman Gill,Murugan Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
7,2,11,1,FALSE,2,Robin Uthappa,Shubman Gill,Murugan Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
8,1,11,1,FALSE,2,Robin Uthappa,Shubman Gill,Murugan Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
9,6,10,1,FALSE,2,Robin Uthappa,Shubman Gill,Murugan Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
10,5,10,0,FALSE,2,Robin Uthappa,Shubman Gill,Murugan Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
11,4,10,1,FALSE,2,Robin Uthappa,Shubman Gill,Murugan Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
12,3,10,0,FALSE,2,Robin Uthappa,Shubman Gill,Murugan Ashwin,Kolkata Knight Riders,Kings XI Punjab,RV Uthappa c Agarwal b R Ashwin 22 (19m 14b 2x4 1x6) SR: 157.14,No,1178427
13,2,10,1,FALSE,2,Robin Uthappa,Shubman Gill,Murugan Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
14,1,10,1,FALSE,2,Robin Uthappa,Shubman Gill,Murugan Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
15,6,9,2,FALSE,2,Robin Uthappa,Shubman Gill,Murugan Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
16,5,9,0,FALSE,2,Robin Uthappa,Shubman Gill,Murugan Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
17,4,9,0,FALSE,2,Robin Uthappa,Shubman Gill,Murugan Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
18,3,9,4,TRUE,2,Robin Uthappa,Shubman Gill,Murugan Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
19,2,9,1,FALSE,2,Robin Uthappa,Shubman Gill,Murugan Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
20,1,9,1,FALSE,2,Robin Uthappa,Shubman Gill,Murugan Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
21,6,8,1,FALSE,2,Robin Uthappa,Shubman Gill,Murugan Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
22,5,8,1,FALSE,2,Robin Uthappa,Shubman Gill,Murugan Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
23,4,8,4,TRUE,2,Robin Uthappa,Shubman Gill,Murugan Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
24,3,8,6,TRUE,2,Robin Uthappa,Shubman Gill,Murugan Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
0,6,15,2,FALSE,2,Shubman Gill,Andre Russell,Ravichandran Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
1,5,15,0,FALSE,2,Shubman Gill,Andre Russell,Ravichandran Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
2,4,15,0,FALSE,2,Shubman Gill,Andre Russell,Ravichandran Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
3,3,15,2,FALSE,2,Shubman Gill,Andre Russell,Ravichandran Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
4,2,15,1,FALSE,2,Shubman Gill,Andre Russell,Ravichandran Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
5,1,15,1,FALSE,2,Shubman Gill,Andre Russell,Ravichandran Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
6,6,14,1,FALSE,2,Shubman Gill,Andre Russell,Ravichandran Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
7,5,14,0,FALSE,2,Shubman Gill,Andre Russell,Ravichandran Ashwin,Kolkata Knight Riders,Kings XI Punjab,AD Russell c Tye b Mohammed Shami 24 (23m 14b 2x4 2x6) SR: 171.42,No,1178427
8,4,14,0,FALSE,2,Shubman Gill,Andre Russell,Ravichandran Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
9,3,14,4,TRUE,2,Shubman Gill,Andre Russell,Ravichandran Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
10,2,14,0,FALSE,2,Shubman Gill,Andre Russell,Ravichandran Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
11,1,14,1,FALSE,2,Shubman Gill,Andre Russell,Ravichandran Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
12,6,13,6,TRUE,2,Shubman Gill,Andre Russell,Ravichandran Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
13,5,13,0,FALSE,2,Shubman Gill,Andre Russell,Ravichandran Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
14,4,13,0,FALSE,2,Shubman Gill,Andre Russell,Ravichandran Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
15,4,13,1,FALSE,2,Shubman Gill,Andre Russell,Ravichandran Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
16,3,13,6,TRUE,2,Shubman Gill,Andre Russell,Ravichandran Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
17,3,13,1,FALSE,2,Shubman Gill,Andre Russell,Ravichandran Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
18,2,13,2,FALSE,2,Shubman Gill,Andre Russell,Ravichandran Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
19,1,13,1,FALSE,2,Shubman Gill,Andre Russell,Ravichandran Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
20,6,12,1,FALSE,2,Shubman Gill,Andre Russell,Ravichandran Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
21,5,12,4,TRUE,2,Shubman Gill,Andre Russell,Ravichandran Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
22,5,12,1,FALSE,2,Shubman Gill,Andre Russell,Ravichandran Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
23,4,12,0,FALSE,2,Shubman Gill,Andre Russell,Ravichandran Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
24,3,12,6,TRUE,2,Shubman Gill,Andre Russell,Ravichandran Ashwin,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
0,6,17,4,TRUE,2,Dinesh Karthik,Shubman Gill,Andrew Tye,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
1,5,17,6,TRUE,2,Dinesh Karthik,Shubman Gill,Andrew Tye,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
2,4,17,2,FALSE,2,Dinesh Karthik,Shubman Gill,Andrew Tye,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
3,4,17,1,FALSE,2,Dinesh Karthik,Shubman Gill,Andrew Tye,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
4,3,17,4,TRUE,2,Dinesh Karthik,Shubman Gill,Andrew Tye,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
5,2,17,1,FALSE,2,Dinesh Karthik,Shubman Gill,Andrew Tye,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
6,1,17,1,FALSE,2,Dinesh Karthik,Shubman Gill,Andrew Tye,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
7,6,16,1,FALSE,2,Dinesh Karthik,Shubman Gill,Andrew Tye,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
8,5,16,1,FALSE,2,Dinesh Karthik,Shubman Gill,Andrew Tye,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
9,4,16,4,TRUE,2,Dinesh Karthik,Shubman Gill,Andrew Tye,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
10,3,16,1,FALSE,2,Dinesh Karthik,Shubman Gill,Andrew Tye,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
11,2,16,1,FALSE,2,Dinesh Karthik,Shubman Gill,Andrew Tye,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
12,1,16,1,FALSE,2,Dinesh Karthik,Shubman Gill,Andrew Tye,Kolkata Knight Riders,Kings XI Punjab,NA,No,1178427
0,6,3,0,FALSE,1,Shubman Gill,Chris Lynn,Mitchell McClenaghan,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
1,5,3,6,TRUE,1,Shubman Gill,Chris Lynn,Mitchell McClenaghan,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
2,4,3,0,FALSE,1,Shubman Gill,Chris Lynn,Mitchell McClenaghan,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
3,3,3,4,TRUE,1,Shubman Gill,Chris Lynn,Mitchell McClenaghan,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
4,2,3,1,FALSE,1,Shubman Gill,Chris Lynn,Mitchell McClenaghan,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
5,1,3,2,FALSE,1,Shubman Gill,Chris Lynn,Mitchell McClenaghan,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
6,6,2,6,TRUE,1,Shubman Gill,Chris Lynn,Mitchell McClenaghan,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
7,5,2,1,FALSE,1,Shubman Gill,Chris Lynn,Mitchell McClenaghan,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
8,4,2,1,FALSE,1,Shubman Gill,Chris Lynn,Mitchell McClenaghan,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
9,3,2,1,FALSE,1,Shubman Gill,Chris Lynn,Mitchell McClenaghan,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
10,2,2,0,FALSE,1,Shubman Gill,Chris Lynn,Mitchell McClenaghan,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
11,1,2,1,FALSE,1,Shubman Gill,Chris Lynn,Mitchell McClenaghan,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
12,6,1,1,FALSE,1,Shubman Gill,Chris Lynn,Mitchell McClenaghan,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
13,5,1,0,FALSE,1,Shubman Gill,Chris Lynn,Mitchell McClenaghan,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
14,4,1,0,FALSE,1,Shubman Gill,Chris Lynn,Mitchell McClenaghan,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
15,3,1,0,FALSE,1,Shubman Gill,Chris Lynn,Mitchell McClenaghan,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
16,2,1,1,FALSE,1,Shubman Gill,Chris Lynn,Mitchell McClenaghan,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
17,1,1,0,FALSE,1,Shubman Gill,Chris Lynn,Mitchell McClenaghan,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
18,6,0,1,FALSE,1,Shubman Gill,Chris Lynn,Mitchell McClenaghan,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
19,5,0,0,FALSE,1,Shubman Gill,Chris Lynn,Mitchell McClenaghan,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
20,4,0,0,FALSE,1,Shubman Gill,Chris Lynn,Mitchell McClenaghan,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
21,3,0,1,FALSE,1,Shubman Gill,Chris Lynn,Mitchell McClenaghan,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
22,2,0,0,FALSE,1,Shubman Gill,Chris Lynn,Mitchell McClenaghan,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
23,1,0,1,FALSE,1,Shubman Gill,Chris Lynn,Mitchell McClenaghan,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
24,1,0,1,FALSE,1,Shubman Gill,Chris Lynn,Mitchell McClenaghan,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
0,6,7,0,FALSE,1,Shubman Gill,Chris Lynn,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
1,5,7,1,FALSE,1,Shubman Gill,Chris Lynn,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
2,4,7,1,FALSE,1,Shubman Gill,Chris Lynn,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
3,3,7,1,FALSE,1,Shubman Gill,Chris Lynn,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
4,2,7,1,FALSE,1,Shubman Gill,Chris Lynn,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
5,1,7,0,FALSE,1,Shubman Gill,Chris Lynn,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
6,6,6,0,FALSE,1,Shubman Gill,Chris Lynn,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
7,5,6,1,FALSE,1,Shubman Gill,Chris Lynn,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
8,4,6,0,FALSE,1,Shubman Gill,Chris Lynn,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
9,3,6,1,FALSE,1,Shubman Gill,Chris Lynn,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
10,2,6,0,FALSE,1,Shubman Gill,Chris Lynn,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
11,1,6,0,FALSE,1,Shubman Gill,Chris Lynn,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,Shubman Gill lbw b HH Pandya 9 (29m 16b 0x4 0x6) SR: 56.25,No,1178431
12,6,5,0,FALSE,1,Shubman Gill,Chris Lynn,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
13,5,5,0,FALSE,1,Shubman Gill,Chris Lynn,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
14,4,5,6,TRUE,1,Shubman Gill,Chris Lynn,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
15,3,5,0,FALSE,1,Shubman Gill,Chris Lynn,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
16,2,5,6,TRUE,1,Shubman Gill,Chris Lynn,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
17,1,5,0,FALSE,1,Shubman Gill,Chris Lynn,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
18,6,4,0,FALSE,1,Shubman Gill,Chris Lynn,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
19,5,4,0,FALSE,1,Shubman Gill,Chris Lynn,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
20,4,4,0,FALSE,1,Shubman Gill,Chris Lynn,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
21,3,4,1,FALSE,1,Shubman Gill,Chris Lynn,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
22,3,4,5,TRUE,1,Shubman Gill,Chris Lynn,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
23,2,4,2,FALSE,1,Shubman Gill,Chris Lynn,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
24,1,4,1,FALSE,1,Shubman Gill,Chris Lynn,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
0,6,11,1,FALSE,1,Robin Uthappa,Chris Lynn,Hardik Pandya,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
1,5,11,0,FALSE,1,Robin Uthappa,Chris Lynn,Hardik Pandya,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
2,4,11,0,FALSE,1,Robin Uthappa,Chris Lynn,Hardik Pandya,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
3,3,11,1,FALSE,1,Robin Uthappa,Chris Lynn,Hardik Pandya,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
4,2,11,1,FALSE,1,Robin Uthappa,Chris Lynn,Hardik Pandya,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
5,1,11,1,FALSE,1,Robin Uthappa,Chris Lynn,Hardik Pandya,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
6,6,10,0,FALSE,1,Robin Uthappa,Chris Lynn,Hardik Pandya,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
7,5,10,0,FALSE,1,Robin Uthappa,Chris Lynn,Hardik Pandya,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
8,4,10,0,FALSE,1,Robin Uthappa,Chris Lynn,Hardik Pandya,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
9,3,10,0,FALSE,1,Robin Uthappa,Chris Lynn,Hardik Pandya,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
10,2,10,0,FALSE,1,Robin Uthappa,Chris Lynn,Hardik Pandya,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
11,1,10,0,FALSE,1,Robin Uthappa,Chris Lynn,Hardik Pandya,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
12,6,9,1,FALSE,1,Robin Uthappa,Chris Lynn,Hardik Pandya,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
13,5,9,1,FALSE,1,Robin Uthappa,Chris Lynn,Hardik Pandya,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
14,4,9,0,FALSE,1,Robin Uthappa,Chris Lynn,Hardik Pandya,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
15,3,9,0,FALSE,1,Robin Uthappa,Chris Lynn,Hardik Pandya,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
16,3,9,1,FALSE,1,Robin Uthappa,Chris Lynn,Hardik Pandya,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
17,2,9,1,FALSE,1,Robin Uthappa,Chris Lynn,Hardik Pandya,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
18,1,9,0,FALSE,1,Robin Uthappa,Chris Lynn,Hardik Pandya,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
19,6,8,0,FALSE,1,Robin Uthappa,Chris Lynn,Hardik Pandya,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
20,5,8,0,FALSE,1,Robin Uthappa,Chris Lynn,Hardik Pandya,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
21,4,8,1,FALSE,1,Robin Uthappa,Chris Lynn,Hardik Pandya,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
22,3,8,0,FALSE,1,Robin Uthappa,Chris Lynn,Hardik Pandya,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
23,2,8,0,FALSE,1,Robin Uthappa,Chris Lynn,Hardik Pandya,Mumbai Indians,Kolkata Knight Riders,CA Lynn c &dagger;de Kock b HH Pandya 41 (41m 29b 2x4 4x6) SR: 141.37,No,1178431
24,1,8,1,FALSE,1,Robin Uthappa,Chris Lynn,Hardik Pandya,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
0,6,15,1,FALSE,1,Robin Uthappa,Dinesh Karthik,Lasith Malinga,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
1,5,15,1,FALSE,1,Robin Uthappa,Dinesh Karthik,Lasith Malinga,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
2,4,15,1,FALSE,1,Robin Uthappa,Dinesh Karthik,Lasith Malinga,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
3,3,15,1,FALSE,1,Robin Uthappa,Dinesh Karthik,Lasith Malinga,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
4,2,15,1,FALSE,1,Robin Uthappa,Dinesh Karthik,Lasith Malinga,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
5,1,15,1,FALSE,1,Robin Uthappa,Dinesh Karthik,Lasith Malinga,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
6,6,14,1,FALSE,1,Robin Uthappa,Dinesh Karthik,Lasith Malinga,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
7,5,14,0,FALSE,1,Robin Uthappa,Dinesh Karthik,Lasith Malinga,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
8,4,14,1,FALSE,1,Robin Uthappa,Dinesh Karthik,Lasith Malinga,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
9,3,14,6,TRUE,1,Robin Uthappa,Dinesh Karthik,Lasith Malinga,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
10,2,14,2,FALSE,1,Robin Uthappa,Dinesh Karthik,Lasith Malinga,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
11,1,14,6,TRUE,1,Robin Uthappa,Dinesh Karthik,Lasith Malinga,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
12,6,13,6,TRUE,1,Robin Uthappa,Dinesh Karthik,Lasith Malinga,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
13,5,13,4,TRUE,1,Robin Uthappa,Dinesh Karthik,Lasith Malinga,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
14,4,13,0,FALSE,1,Robin Uthappa,Dinesh Karthik,Lasith Malinga,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
15,3,13,0,FALSE,1,Robin Uthappa,Dinesh Karthik,Lasith Malinga,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
16,2,13,0,FALSE,1,Robin Uthappa,Dinesh Karthik,Lasith Malinga,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
17,1,13,0,FALSE,1,Robin Uthappa,Dinesh Karthik,Lasith Malinga,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
18,6,12,0,FALSE,1,Robin Uthappa,Dinesh Karthik,Lasith Malinga,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
19,5,12,0,FALSE,1,Robin Uthappa,Dinesh Karthik,Lasith Malinga,Mumbai Indians,Kolkata Knight Riders,AD Russell c &dagger;de Kock b Malinga 0 (3m 1b 0x4 0x6) SR: 0.00,No,1178431
20,5,12,1,FALSE,1,Robin Uthappa,Dinesh Karthik,Lasith Malinga,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
21,4,12,0,FALSE,1,Robin Uthappa,Dinesh Karthik,Lasith Malinga,Mumbai Indians,Kolkata Knight Riders,KD Karthik c KH Pandya b Malinga 3 (20m 9b 0x4 0x6) SR: 33.33,No,1178431
22,3,12,0,FALSE,1,Robin Uthappa,Dinesh Karthik,Lasith Malinga,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
23,2,12,1,FALSE,1,Robin Uthappa,Dinesh Karthik,Lasith Malinga,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
24,1,12,6,TRUE,1,Robin Uthappa,Dinesh Karthik,Lasith Malinga,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
0,2,19,0,FALSE,1,Nitish Rana,Robin Uthappa,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
1,1,19,1,FALSE,1,Nitish Rana,Robin Uthappa,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
2,6,18,1,FALSE,1,Nitish Rana,Robin Uthappa,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
3,5,18,0,FALSE,1,Nitish Rana,Robin Uthappa,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
4,4,18,1,FALSE,1,Nitish Rana,Robin Uthappa,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
5,4,18,1,FALSE,1,Nitish Rana,Robin Uthappa,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
6,3,18,1,FALSE,1,Nitish Rana,Robin Uthappa,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
7,2,18,1,FALSE,1,Nitish Rana,Robin Uthappa,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
8,2,18,1,FALSE,1,Nitish Rana,Robin Uthappa,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
9,1,18,0,FALSE,1,Nitish Rana,Robin Uthappa,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
10,1,18,1,FALSE,1,Nitish Rana,Robin Uthappa,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
11,6,17,1,FALSE,1,Nitish Rana,Robin Uthappa,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
12,5,17,0,FALSE,1,Nitish Rana,Robin Uthappa,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
13,4,17,0,FALSE,1,Nitish Rana,Robin Uthappa,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
14,3,17,0,FALSE,1,Nitish Rana,Robin Uthappa,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
15,3,17,1,FALSE,1,Nitish Rana,Robin Uthappa,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
16,3,17,1,FALSE,1,Nitish Rana,Robin Uthappa,Jasprit Bumrah,Mumbai Indians,Kolkata Knight Riders,NA,No,1178431
