,ball,over,runs,isBoundary,innings,batsman,nonstriker_batsman,bowler,bowling_team,batting_team,matchWicket,run_out,match_id
0,6,3,1,FALSE,1,Faf du Plessis,Shane Watson,Lasith Malinga,Mumbai Indians,Chennai Super Kings,NA,No,1181764
1,5,3,0,FALSE,1,Faf du Plessis,Shane Watson,Lasith Malinga,Mumbai Indians,Chennai Super Kings,NA,No,1181764
2,4,3,0,FALSE,1,Faf du Plessis,Shane Watson,Lasith Malinga,Mumbai Indians,Chennai Super Kings,NA,No,1181764
3,3,3,0,FALSE,1,Faf du Plessis,Shane Watson,Lasith Malinga,Mumbai Indians,Chennai Super Kings,SK Raina c &amp; b J Yadav 5 (7m 7b 1x4 0x6) SR: 71.42,No,1181764
4,2,3,0,FALSE,1,Faf du Plessis,Shane Watson,Lasith Malinga,Mumbai Indians,Chennai Super Kings,NA,No,1181764
5,1,3,4,TRUE,1,Faf du Plessis,Shane Watson,Lasith Malinga,Mumbai Indians,Chennai Super Kings,NA,No,1181764
6,1,3,1,FALSE,1,Faf du Plessis,Shane Watson,Lasith Malinga,Mumbai Indians,Chennai Super Kings,NA,No,1181764
7,6,2,0,FALSE,1,Faf du Plessis,Shane Watson,Lasith Malinga,Mumbai Indians,Chennai Super Kings,NA,No,1181764
8,5,2,0,FALSE,1,Faf du Plessis,Shane Watson,Lasith Malinga,Mumbai Indians,Chennai Super Kings,NA,No,1181764
9,4,2,1,FALSE,1,Faf du Plessis,Shane Watson,Lasith Malinga,Mumbai Indians,Chennai Super Kings,NA,No,1181764
10,3,2,0,FALSE,1,Faf du Plessis,Shane Watson,Lasith Malinga,Mumbai Indians,Chennai Super Kings,NA,No,1181764
11,2,2,0,FALSE,1,Faf du Plessis,Shane Watson,Lasith Malinga,Mumbai Indians,Chennai Super Kings,NA,No,1181764
12,1,2,0,FALSE,1,Faf du Plessis,Shane Watson,Lasith Malinga,Mumbai Indians,Chennai Super Kings,F du Plessis c sub (Anmolpreet Singh) b Chahar 6 (11m 11b 1x4 0x6) SR: 54.54,No,1181764
13,6,1,0,FALSE,1,Faf du Plessis,Shane Watson,Lasith Malinga,Mumbai Indians,Chennai Super Kings,NA,No,1181764
14,5,1,0,FALSE,1,Faf du Plessis,Shane Watson,Lasith Malinga,Mumbai Indians,Chennai Super Kings,NA,No,1181764
15,4,1,1,FALSE,1,Faf du Plessis,Shane Watson,Lasith Malinga,Mumbai Indians,Chennai Super Kings,NA,No,1181764
16,3,1,0,FALSE,1,Faf du Plessis,Shane Watson,Lasith Malinga,Mumbai Indians,Chennai Super Kings,NA,No,1181764
17,2,1,4,TRUE,1,Faf du Plessis,Shane Watson,Lasith Malinga,Mumbai Indians,Chennai Super Kings,NA,No,1181764
18,1,1,0,FALSE,1,Faf du Plessis,Shane Watson,Lasith Malinga,Mumbai Indians,Chennai Super Kings,NA,No,1181764
19,6,0,1,FALSE,1,Faf du Plessis,Shane Watson,Lasith Malinga,Mumbai Indians,Chennai Super Kings,NA,No,1181764
20,5,0,0,FALSE,1,Faf du Plessis,Shane Watson,Lasith Malinga,Mumbai Indians,Chennai Super Kings,NA,No,1181764
21,4,0,0,FALSE,1,Faf du Plessis,Shane Watson,Lasith Malinga,Mumbai Indians,Chennai Super Kings,NA,No,1181764
22,3,0,0,FALSE,1,Faf du Plessis,Shane Watson,Lasith Malinga,Mumbai Indians,Chennai Super Kings,NA,No,1181764
23,2,0,0,FALSE,1,Faf du Plessis,Shane Watson,Lasith Malinga,Mumbai Indians,Chennai Super Kings,NA,No,1181764
24,1,0,0,FALSE,1,Faf du Plessis,Shane Watson,Lasith Malinga,Mumbai Indians,Chennai Super Kings,NA,No,1181764
0,1,8,0,FALSE,1,Shane Watson,Murali Vijay,Jasprit Bumrah,Mumbai Indians,Chennai Super Kings,NA,No,1181764
1,6,7,2,FALSE,1,Shane Watson,Murali Vijay,Jasprit Bumrah,Mumbai Indians,Chennai Super Kings,NA,No,1181764
2,5,7,0,FALSE,1,Shane Watson,Murali Vijay,Jasprit Bumrah,Mumbai Indians,Chennai Super Kings,NA,No,1181764
3,4,7,1,FALSE,1,Shane Watson,Murali Vijay,Jasprit Bumrah,Mumbai Indians,Chennai Super Kings,NA,No,1181764
4,3,7,0,FALSE,1,Shane Watson,Murali Vijay,Jasprit Bumrah,Mumbai Indians,Chennai Super Kings,NA,No,1181764
5,2,7,1,FALSE,1,Shane Watson,Murali Vijay,Jasprit Bumrah,Mumbai Indians,Chennai Super Kings,NA,No,1181764
6,1,7,1,FALSE,1,Shane Watson,Murali Vijay,Jasprit Bumrah,Mumbai Indians,Chennai Super Kings,NA,No,1181764
7,6,6,4,TRUE,1,Shane Watson,Murali Vijay,Jasprit Bumrah,Mumbai Indians,Chennai Super Kings,NA,No,1181764
8,5,6,0,FALSE,1,Shane Watson,Murali Vijay,Jasprit Bumrah,Mumbai Indians,Chennai Super Kings,NA,No,1181764
9,4,6,1,FALSE,1,Shane Watson,Murali Vijay,Jasprit Bumrah,Mumbai Indians,Chennai Super Kings,NA,No,1181764
10,3,6,0,FALSE,1,Shane Watson,Murali Vijay,Jasprit Bumrah,Mumbai Indians,Chennai Super Kings,NA,No,1181764
11,2,6,1,FALSE,1,Shane Watson,Murali Vijay,Jasprit Bumrah,Mumbai Indians,Chennai Super Kings,NA,No,1181764
12,1,6,1,FALSE,1,Shane Watson,Murali Vijay,Jasprit Bumrah,Mumbai Indians,Chennai Super Kings,NA,No,1181764
13,6,5,0,FALSE,1,Shane Watson,Murali Vijay,Jasprit Bumrah,Mumbai Indians,Chennai Super Kings,SR Watson c J Yadav b KH Pandya 10 (29m 13b 2x4 0x6) SR: 76.92,No,1181764
14,5,5,0,FALSE,1,Shane Watson,Murali Vijay,Jasprit Bumrah,Mumbai Indians,Chennai Super Kings,NA,No,1181764
15,4,5,1,FALSE,1,Shane Watson,Murali Vijay,Jasprit Bumrah,Mumbai Indians,Chennai Super Kings,NA,No,1181764
16,3,5,4,TRUE,1,Shane Watson,Murali Vijay,Jasprit Bumrah,Mumbai Indians,Chennai Super Kings,NA,No,1181764
17,2,5,0,FALSE,1,Shane Watson,Murali Vijay,Jasprit Bumrah,Mumbai Indians,Chennai Super Kings,NA,No,1181764
18,1,5,4,TRUE,1,Shane Watson,Murali Vijay,Jasprit Bumrah,Mumbai Indians,Chennai Super Kings,NA,No,1181764
19,6,4,4,TRUE,1,Shane Watson,Murali Vijay,Jasprit Bumrah,Mumbai Indians,Chennai Super Kings,NA,No,1181764
20,5,4,1,FALSE,1,Shane Watson,Murali Vijay,Jasprit Bumrah,Mumbai Indians,Chennai Super Kings,NA,No,1181764
21,4,4,0,FALSE,1,Shane Watson,Murali Vijay,Jasprit Bumrah,Mumbai Indians,Chennai Super Kings,NA,No,1181764
22,3,4,1,FALSE,1,Shane Watson,Murali Vijay,Jasprit Bumrah,Mumbai Indians,Chennai Super Kings,NA,No,1181764
23,2,4,4,TRUE,1,Shane Watson,Murali Vijay,Jasprit Bumrah,Mumbai Indians,Chennai Super Kings,NA,No,1181764
24,1,4,0,FALSE,1,Shane Watson,Murali Vijay,Jasprit Bumrah,Mumbai Indians,Chennai Super Kings,NA,No,1181764
0,6,11,0,FALSE,1,Ambati Rayudu,Murali Vijay,Krunal Pandya,Mumbai Indians,Chennai Super Kings,NA,No,1181764
1,5,11,1,FALSE,1,Ambati Rayudu,Murali Vijay,Krunal Pandya,Mumbai Indians,Chennai Super Kings,NA,No,1181764
2,4,11,0,FALSE,1,Ambati Rayudu,Murali Vijay,Krunal Pandya,Mumbai Indians,Chennai Super Kings,NA,No,1181764
3,3,11,0,FALSE,1,Ambati Rayudu,Murali Vijay,Krunal Pandya,Mumbai Indians,Chennai Super Kings,NA,No,1181764
4,2,11,2,FALSE,1,Ambati Rayudu,Murali Vijay,Krunal Pandya,Mumbai Indians,Chennai Super Kings,NA,No,1181764
5,1,11,1,FALSE,1,Ambati Rayudu,Murali Vijay,Krunal Pandya,Mumbai Indians,Chennai Super Kings,NA,No,1181764
6,6,10,1,FALSE,1,Ambati Rayudu,Murali Vijay,Krunal Pandya,Mumbai Indians,Chennai Super Kings,NA,No,1181764
7,5,10,1,FALSE,1,Ambati Rayudu,Murali Vijay,Krunal Pandya,Mumbai Indians,Chennai Super Kings,NA,No,1181764
8,4,10,1,FALSE,1,Ambati Rayudu,Murali Vijay,Krunal Pandya,Mumbai Indians,Chennai Super Kings,NA,No,1181764
9,3,10,4,TRUE,1,Ambati Rayudu,Murali Vijay,Krunal Pandya,Mumbai Indians,Chennai Super Kings,NA,No,1181764
10,3,10,1,FALSE,1,Ambati Rayudu,Murali Vijay,Krunal Pandya,Mumbai Indians,Chennai Super Kings,NA,No,1181764
11,2,10,1,FALSE,1,Ambati Rayudu,Murali Vijay,Krunal Pandya,Mumbai Indians,Chennai Super Kings,NA,No,1181764
12,1,10,1,FALSE,1,Ambati Rayudu,Murali Vijay,Krunal Pandya,Mumbai Indians,Chennai Super Kings,NA,No,1181764
13,1,10,1,FALSE,1,Ambati Rayudu,Murali Vijay,Krunal Pandya,Mumbai Indians,Chennai Super Kings,NA,No,1181764
14,6,9,0,FALSE,1,Ambati Rayudu,Murali Vijay,Krunal Pandya,Mumbai Indians,Chennai Super Kings,NA,No,1181764
15,5,9,0,FALSE,1,Ambati Rayudu,Murali Vijay,Krunal Pandya,Mumbai Indians,Chennai Super Kings,NA,No,1181764
16,4,9,1,FALSE,1,Ambati Rayudu,Murali Vijay,Krunal Pandya,Mumbai Indians,Chennai Super Kings,NA,No,1181764
17,3,9,1,FALSE,1,Ambati Rayudu,Murali Vijay,Krunal Pandya,Mumbai Indians,Chennai Super Kings,NA,No,1181764
18,2,9,1,FALSE,1,Ambati Rayudu,Murali Vijay,Krunal Pandya,Mumbai Indians,Chennai Super Kings,NA,No,1181764
19,1,9,1,FALSE,1,Ambati Rayudu,Murali Vijay,Krunal Pandya,Mumbai Indians,Chennai Super Kings,NA,No,1181764
20,6,8,1,FALSE,1,Ambati Rayudu,Murali Vijay,Krunal Pandya,Mumbai Indians,Chennai Super Kings,NA,No,1181764
21,5,8,0,FALSE,1,Ambati Rayudu,Murali Vijay,Krunal Pandya,Mumbai Indians,Chennai Super Kings,NA,No,1181764
22,4,8,0,FALSE,1,Ambati Rayudu,Murali Vijay,Krunal Pandya,Mumbai Indians,Chennai Super Kings,NA,No,1181764
23,3,8,1,FALSE,1,Ambati Rayudu,Murali Vijay,Krunal Pandya,Mumbai Indians,Chennai Super Kings,NA,No,1181764
24,2,8,0,FALSE,1,Ambati Rayudu,Murali Vijay,Krunal Pandya,Mumbai Indians,Chennai Super Kings,NA,No,1181764
0,1,16,1,FALSE,1,Murali Vijay,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
1,6,15,1,FALSE,1,Murali Vijay,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
2,5,15,0,FALSE,1,Murali Vijay,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
3,4,15,2,FALSE,1,Murali Vijay,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
4,3,15,1,FALSE,1,Murali Vijay,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
5,2,15,0,FALSE,1,Murali Vijay,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
6,1,15,1,FALSE,1,Murali Vijay,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
7,6,14,1,FALSE,1,Murali Vijay,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
8,5,14,1,FALSE,1,Murali Vijay,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
9,4,14,1,FALSE,1,Murali Vijay,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
10,3,14,4,TRUE,1,Murali Vijay,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
11,2,14,0,FALSE,1,Murali Vijay,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
12,1,14,1,FALSE,1,Murali Vijay,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
13,6,13,6,TRUE,1,Murali Vijay,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
14,5,13,0,FALSE,1,Murali Vijay,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
15,4,13,1,FALSE,1,Murali Vijay,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
16,3,13,2,FALSE,1,Murali Vijay,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
17,2,13,6,TRUE,1,Murali Vijay,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
18,1,13,0,FALSE,1,Murali Vijay,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
19,6,12,1,FALSE,1,Murali Vijay,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
20,5,12,0,FALSE,1,Murali Vijay,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
21,4,12,0,FALSE,1,Murali Vijay,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
22,3,12,1,FALSE,1,Murali Vijay,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
23,2,12,1,FALSE,1,Murali Vijay,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
24,1,12,0,FALSE,1,Murali Vijay,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,M Vijay st &dagger;de Kock b Chahar 26 (42m 26b 3x4 0x6) SR: 100.00,No,1181764
0,6,19,1,FALSE,1,MS Dhoni,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
1,5,19,1,FALSE,1,MS Dhoni,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
2,4,19,2,FALSE,1,MS Dhoni,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
3,3,19,1,FALSE,1,MS Dhoni,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
4,2,19,1,FALSE,1,MS Dhoni,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
5,1,19,2,FALSE,1,MS Dhoni,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
6,1,19,1,FALSE,1,MS Dhoni,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
7,6,18,1,FALSE,1,MS Dhoni,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
8,5,18,0,FALSE,1,MS Dhoni,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
9,4,18,6,TRUE,1,MS Dhoni,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
10,3,18,6,TRUE,1,MS Dhoni,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
11,2,18,1,FALSE,1,MS Dhoni,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
12,1,18,1,FALSE,1,MS Dhoni,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
13,6,17,1,FALSE,1,MS Dhoni,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
14,5,17,0,FALSE,1,MS Dhoni,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
15,4,17,1,FALSE,1,MS Dhoni,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
16,3,17,1,FALSE,1,MS Dhoni,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
17,2,17,1,FALSE,1,MS Dhoni,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
18,1,17,4,TRUE,1,MS Dhoni,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
19,6,16,0,FALSE,1,MS Dhoni,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
20,5,16,0,FALSE,1,MS Dhoni,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
21,4,16,0,FALSE,1,MS Dhoni,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
22,3,16,1,FALSE,1,MS Dhoni,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
23,2,16,1,FALSE,1,MS Dhoni,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
0,6,3,0,FALSE,2,Rohit Sharma,Quinton de Kock,Deepak Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
1,5,3,0,FALSE,2,Rohit Sharma,Quinton de Kock,Deepak Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
2,4,3,0,FALSE,2,Rohit Sharma,Quinton de Kock,Deepak Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
3,3,3,1,FALSE,2,Rohit Sharma,Quinton de Kock,Deepak Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
4,2,3,0,FALSE,2,Rohit Sharma,Quinton de Kock,Deepak Chahar,Mumbai Indians,Chennai Super Kings,Q de Kock c du Plessis b Harbhajan Singh 8 (20m 12b 2x4 0x6) SR: 66.66,No,1181764
5,1,3,1,FALSE,2,Rohit Sharma,Quinton de Kock,Deepak Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
6,6,2,0,FALSE,2,Rohit Sharma,Quinton de Kock,Deepak Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
7,5,2,0,FALSE,2,Rohit Sharma,Quinton de Kock,Deepak Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
8,4,2,4,TRUE,2,Rohit Sharma,Quinton de Kock,Deepak Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
9,3,2,0,FALSE,2,Rohit Sharma,Quinton de Kock,Deepak Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
10,2,2,0,FALSE,2,Rohit Sharma,Quinton de Kock,Deepak Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
11,1,2,1,FALSE,2,Rohit Sharma,Quinton de Kock,Deepak Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
12,6,1,0,FALSE,2,Rohit Sharma,Quinton de Kock,Deepak Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
13,5,1,0,FALSE,2,Rohit Sharma,Quinton de Kock,Deepak Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
14,4,1,4,TRUE,2,Rohit Sharma,Quinton de Kock,Deepak Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
15,4,1,3,FALSE,2,Rohit Sharma,Quinton de Kock,Deepak Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
16,3,1,0,FALSE,2,Rohit Sharma,Quinton de Kock,Deepak Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
17,2,1,0,FALSE,2,Rohit Sharma,Quinton de Kock,Deepak Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
18,1,1,0,FALSE,2,Rohit Sharma,Quinton de Kock,Deepak Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
19,6,0,4,TRUE,2,Rohit Sharma,Quinton de Kock,Deepak Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
20,5,0,0,FALSE,2,Rohit Sharma,Quinton de Kock,Deepak Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
21,4,0,0,FALSE,2,Rohit Sharma,Quinton de Kock,Deepak Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
22,3,0,0,FALSE,2,Rohit Sharma,Quinton de Kock,Deepak Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
23,2,0,0,FALSE,2,Rohit Sharma,Quinton de Kock,Deepak Chahar,Mumbai Indians,Chennai Super Kings,RG Sharma lbw b Chahar 4 (3m 2b 1x4 0x6) SR: 200.00,No,1181764
24,1,0,4,TRUE,2,Rohit Sharma,Quinton de Kock,Deepak Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
0,1,8,1,FALSE,2,Suryakumar Yadav,Ishan Kishan,Deepak Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
1,6,7,0,FALSE,2,Suryakumar Yadav,Ishan Kishan,Deepak Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
2,5,7,1,FALSE,2,Suryakumar Yadav,Ishan Kishan,Deepak Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
3,4,7,1,FALSE,2,Suryakumar Yadav,Ishan Kishan,Deepak Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
4,3,7,2,FALSE,2,Suryakumar Yadav,Ishan Kishan,Deepak Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
5,2,7,1,FALSE,2,Suryakumar Yadav,Ishan Kishan,Deepak Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
6,1,7,1,FALSE,2,Suryakumar Yadav,Ishan Kishan,Deepak Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
7,6,6,0,FALSE,2,Suryakumar Yadav,Ishan Kishan,Deepak Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
8,5,6,2,FALSE,2,Suryakumar Yadav,Ishan Kishan,Deepak Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
9,4,6,1,FALSE,2,Suryakumar Yadav,Ishan Kishan,Deepak Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
10,3,6,0,FALSE,2,Suryakumar Yadav,Ishan Kishan,Deepak Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
11,2,6,1,FALSE,2,Suryakumar Yadav,Ishan Kishan,Deepak Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
12,1,6,0,FALSE,2,Suryakumar Yadav,Ishan Kishan,Deepak Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
13,6,5,6,TRUE,2,Suryakumar Yadav,Ishan Kishan,Deepak Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
14,5,5,0,FALSE,2,Suryakumar Yadav,Ishan Kishan,Deepak Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
15,4,5,4,TRUE,2,Suryakumar Yadav,Ishan Kishan,Deepak Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
16,3,5,0,FALSE,2,Suryakumar Yadav,Ishan Kishan,Deepak Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
17,2,5,1,FALSE,2,Suryakumar Yadav,Ishan Kishan,Deepak Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
18,1,5,0,FALSE,2,Suryakumar Yadav,Ishan Kishan,Deepak Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
19,6,4,0,FALSE,2,Suryakumar Yadav,Ishan Kishan,Deepak Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
20,5,4,2,FALSE,2,Suryakumar Yadav,Ishan Kishan,Deepak Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
21,4,4,1,FALSE,2,Suryakumar Yadav,Ishan Kishan,Deepak Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
22,3,4,4,TRUE,2,Suryakumar Yadav,Ishan Kishan,Deepak Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
23,2,4,4,TRUE,2,Suryakumar Yadav,Ishan Kishan,Deepak Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
24,1,4,0,FALSE,2,Suryakumar Yadav,Ishan Kishan,Deepak Chahar,Mumbai Indians,Chennai Super Kings,NA,No,1181764
0,2,12,1,FALSE,2,Ishan Kishan,Suryakumar Yadav,Imran Tahir,Mumbai Indians,Chennai Super Kings,NA,No,1181764
1,1,12,0,FALSE,2,Ishan Kishan,Suryakumar Yadav,Imran Tahir,Mumbai Indians,Chennai Super Kings,NA,No,1181764
2,6,11,1,FALSE,2,Ishan Kishan,Suryakumar Yadav,Imran Tahir,Mumbai Indians,Chennai Super Kings,NA,No,1181764
3,5,11,1,FALSE,2,Ishan Kishan,Suryakumar Yadav,Imran Tahir,Mumbai Indians,Chennai Super Kings,NA,No,1181764
4,4,11,1,FALSE,2,Ishan Kishan,Suryakumar Yadav,Imran Tahir,Mumbai Indians,Chennai Super Kings,NA,No,1181764
5,3,11,0,FALSE,2,Ishan Kishan,Suryakumar Yadav,Imran Tahir,Mumbai Indians,Chennai Super Kings,NA,No,1181764
6,2,11,0,FALSE,2,Ishan Kishan,Suryakumar Yadav,Imran Tahir,Mumbai Indians,Chennai Super Kings,NA,No,1181764
7,1,11,2,FALSE,2,Ishan Kishan,Suryakumar Yadav,Imran Tahir,Mumbai Indians,Chennai Super Kings,NA,No,1181764
8,6,10,1,FALSE,2,Ishan Kishan,Suryakumar Yadav,Imran Tahir,Mumbai Indians,Chennai Super Kings,NA,No,1181764
9,5,10,1,FALSE,2,Ishan Kishan,Suryakumar Yadav,Imran Tahir,Mumbai Indians,Chennai Super Kings,NA,No,1181764
10,4,10,4,TRUE,2,Ishan Kishan,Suryakumar Yadav,Imran Tahir,Mumbai Indians,Chennai Super Kings,NA,No,1181764
11,3,10,4,TRUE,2,Ishan Kishan,Suryakumar Yadav,Imran Tahir,Mumbai Indians,Chennai Super Kings,NA,No,1181764
12,2,10,0,FALSE,2,Ishan Kishan,Suryakumar Yadav,Imran Tahir,Mumbai Indians,Chennai Super Kings,NA,No,1181764
13,1,10,1,FALSE,2,Ishan Kishan,Suryakumar Yadav,Imran Tahir,Mumbai Indians,Chennai Super Kings,NA,No,1181764
14,6,9,1,FALSE,2,Ishan Kishan,Suryakumar Yadav,Imran Tahir,Mumbai Indians,Chennai Super Kings,NA,No,1181764
15,5,9,1,FALSE,2,Ishan Kishan,Suryakumar Yadav,Imran Tahir,Mumbai Indians,Chennai Super Kings,NA,No,1181764
16,4,9,1,FALSE,2,Ishan Kishan,Suryakumar Yadav,Imran Tahir,Mumbai Indians,Chennai Super Kings,NA,No,1181764
17,3,9,1,FALSE,2,Ishan Kishan,Suryakumar Yadav,Imran Tahir,Mumbai Indians,Chennai Super Kings,NA,No,1181764
18,2,9,4,TRUE,2,Ishan Kishan,Suryakumar Yadav,Imran Tahir,Mumbai Indians,Chennai Super Kings,NA,No,1181764
19,1,9,2,FALSE,2,Ishan Kishan,Suryakumar Yadav,Imran Tahir,Mumbai Indians,Chennai Super Kings,NA,No,1181764
20,6,8,1,FALSE,2,Ishan Kishan,Suryakumar Yadav,Imran Tahir,Mumbai Indians,Chennai Super Kings,NA,No,1181764
